scalar_text_sequentiality,sentence_total_sequentialities,sentence_contextual_sequentialities,sentence_topic_sequentialities,topic,model_id
0.9842298293203314,"[-0.054361979166666664, 0.3120321976511102, 0.8299407958984375, 1.319000244140625, 0.8393186486285665, 1.7685032894736843, 1.0812271781589673, 1.2453446821732954, 1.349685549736023, 1.4578993055555556, 0.6942899703979493, 0.9678780691964286]","[-74.513671875, -64.48375701904297, -69.30230712890625, -67.24703979492188, -36.04161834716797, -64.0869140625, -67.65045166015625, -37.6058349609375, -33.75436592102051, -56.48828125, -59.990543365478516, -60.035400390625]","[-73.3720703125, -70.41236877441406, -89.22088623046875, -105.498046875, -55.345947265625, -97.6884765625, -92.5186767578125, -65.00341796875, -55.349334716796875, -82.73046875, -73.8763427734375, -73.585693359375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6878780302160289,"[-0.17839249320652173, 0.47663136532432154, 0.968987158366612, 1.0686476571219308, 0.7880769209428267, 1.373509457236842, 0.37555315017700197, 0.450347900390625, 0.953857421875, 0.6083139181137085, 0.65964111328125, 0.70936279296875]","[-59.4765625, -61.96354293823242, -72.90034198760986, -67.00157165527344, -53.01472473144531, -42.888671875, -55.40759992599487, -61.53765869140625, -35.284912109375, -64.25486636161804, -64.24505615234375, -54.8568115234375]","[-55.37353515625, -71.01953887939453, -100.031982421875, -96.9237060546875, -70.3524169921875, -68.9853515625, -64.79642868041992, -71.4453125, -51.50048828125, -80.07102823257446, -80.736083984375, -69.0440673828125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8490073870972467,"[-0.1354293116816768, 0.821297607421875, 1.193328857421875, 1.7796736497145433, 0.5322227478027344, 1.480218505859375, 1.1065379175646552, 0.1761186306293194, 0.4464533879206731, 0.9098590353260869, 1.2955729166666667, 0.5822347005208334]","[-96.61590576171875, -66.8494873046875, -74.5020751953125, -67.06005859375, -93.61635208129883, -64.1221923828125, -89.2783203125, -76.85335159301758, -90.0726318359375, -62.03192138671875, -72.14453125, -75.2529296875]","[-92.95931434631348, -87.38192749023438, -107.915283203125, -113.33157348632812, -109.05081176757812, -93.7265625, -121.367919921875, -81.43243598937988, -101.680419921875, -82.95867919921875, -103.23828125, -89.2265625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7961440137443144,"[-0.20266241776315788, 0.3384794347426471, 0.73148193359375, 0.8928194912997159, 0.8176321214245211, 0.6592415703667535, 1.263684724506579, 1.0182674632352942, 0.600371519724528, 1.1744962993421053, 1.2025853207236843, 1.0573307037353517]","[-90.10498046875, -34.13525390625, -42.261474609375, -58.95953369140625, -82.12739562988281, -48.205596923828125, -46.305908203125, -47.06640625, -55.80416488647461, -69.0087890625, -39.357177734375, -48.00206756591797]","[-86.25439453125, -39.889404296875, -56.89111328125, -78.6015625, -107.47399139404297, -60.07194519042969, -70.31591796875, -64.376953125, -70.21308135986328, -91.32421875, -62.206298828125, -69.148681640625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7767345117614329,"[-0.1060791015625, 0.6765234375, 0.9440258946912042, 0.8467667191116898, 1.2974520596590908, 0.93197265625, 0.37190047554347827, 0.6775776346524557, 0.7526418751683729, 1.4361962890625, 0.4990272521972656, 0.9928089488636364]","[-93.81396484375, -61.3515625, -85.54507827758789, -61.773284912109375, -52.4033203125, -70.74853515625, -66.95458984375, -62.81273603439331, -78.90422058105469, -40.1141357421875, -52.28755569458008, -46.30859375]","[-91.055908203125, -78.2646484375, -112.92182922363281, -84.635986328125, -80.947265625, -94.0478515625, -75.50830078125, -79.07459926605225, -100.7308349609375, -76.01904296875, -63.76518249511719, -68.150390625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8187368433674412,"[-0.13802083333333334, 1.2079026963975694, 0.8989690144856771, 0.49376477693256576, 0.3847508863969283, 0.5698673248291015, 1.1434051513671875, 1.2647789849175348, 0.9863037109375, 1.171917724609375, 0.4466552734375, 1.0750229779411764, 1.1382612748579546]","[-91.2861328125, -46.63482666015625, -48.4171142578125, -67.37115478515625, -49.18693542480469, -42.009376525878906, -29.46441650390625, -58.74822998046875, -53.1123046875, -55.2384033203125, -35.486328125, -48.2744140625, -50.430908203125]","[-87.9736328125, -68.3770751953125, -64.59855651855469, -76.752685546875, -57.65145492553711, -53.40672302246094, -52.33251953125, -81.51425170898438, -72.83837890625, -78.6767578125, -42.6328125, -66.5498046875, -75.47265625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6093783548468672,"[-0.110498046875, 0.7792160034179687, 1.0574462890625, 0.4875421142578125, 0.7606721496582032, 1.3063829210069444, 0.21485178094161184, 0.881494140625, 0.06483752910907452, 0.5218918411820023, 0.4179958767361111, 0.9307076590401786]","[-66.684326171875, -75.63494110107422, -49.93505859375, -74.54588317871094, -53.25474548339844, -38.241943359375, -59.876373291015625, -51.9287109375, -71.01750183105469, -64.39590454101562, -30.59521484375, -38.5810546875]","[-65.02685546875, -95.11534118652344, -71.083984375, -86.73443603515625, -72.27154922485352, -61.7568359375, -63.95855712890625, -69.55859375, -72.70327758789062, -78.48698425292969, -38.119140625, -58.12591552734375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6667598236736187,"[-0.23857831954956055, 0.329925537109375, 0.5274843069223257, 0.5912863991477273, 0.810341796875, 1.2832590738932292, 1.1191304524739583, 1.1437566848028273, 0.14958110608552633, 0.6067606608072916, 1.0114103618421053]","[-55.44063949584961, -58.6029052734375, -43.82189178466797, -74.1630859375, -67.155029296875, -59.4678955078125, -68.054443359375, -63.426788330078125, -64.507568359375, -63.926025390625, -59.66357421875]","[-50.6690731048584, -66.5211181640625, -57.53648376464844, -87.17138671875, -87.41357421875, -90.26611328125, -94.91357421875, -87.4456787109375, -67.349609375, -78.48828125, -78.88037109375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6266971002849063,"[-0.032177734375, 0.8330140528471573, 0.11046420826631434, 0.5530509948730469, 0.8571246603260869, 0.5567657470703125, 0.411631085655906, 1.2792516326904297, 0.8993030894886364, 0.6462053571428571, 0.626547132219587, 0.7791849772135416]","[-58.6845703125, -45.305294036865234, -85.2513427734375, -40.10968017578125, -83.2275390625, -65.68611907958984, -64.00817251205444, -50.30803871154785, -65.02001953125, -33.365234375, -46.093990325927734, -51.777099609375]","[-58.041015625, -64.46461725234985, -89.00712585449219, -48.95849609375, -102.94140625, -79.60526275634766, -73.06405639648438, -82.2893295288086, -84.8046875, -46.935546875, -59.25148010253906, -70.4775390625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.9208686557028961,"[-0.18193511962890624, 1.3102381089154411, 0.7507392035590278, 1.5077527999877929, 1.1642936706542968, 0.6478329613095238, 0.44658961296081545, 0.34626697358630953, 1.67967529296875, 0.8493404949412626, 1.2176751295725505, 1.2341211954752604, 0.9987021998355263]","[-60.308502197265625, -25.8778076171875, -50.8619384765625, -40.94284439086914, -50.06706237792969, -63.9365234375, -45.65750217437744, -46.404541015625, -33.00408935546875, -59.62124729156494, -50.275827407836914, -27.18218231201172, -52.418212890625]","[-56.6697998046875, -48.15185546875, -64.375244140625, -71.097900390625, -73.35293579101562, -77.541015625, -54.58929443359375, -53.6761474609375, -58.19921875, -74.0600357055664, -79.50003051757812, -45.694000244140625, -71.3935546875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8539707452511603,"[-0.071875, 0.11443865740740741, 0.20789559682210287, 1.1522314453125, 1.5269681490384615, 0.6651650790510506, 1.0849432323289954, 0.8830837673611112, 1.0090059280395507, 1.0649739583333333, 1.0064838115985577, 1.6043343177208533]","[-55.9296875, -64.87109375, -80.06107330322266, -67.58056640625, -48.8994140625, -68.66822052001953, -57.47895336151123, -67.0498046875, -52.812557220458984, -51.1328125, -47.77294921875, -34.235450744628906]","[-54.8515625, -67.9609375, -85.05056762695312, -96.3863525390625, -68.75, -87.9580078125, -82.43264770507812, -82.9453125, -72.99267578125, -67.107421875, -60.85723876953125, -55.091796875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.828338359624912,"[-0.15134023583453635, 0.40460526315789475, 0.2503064473470052, 1.438707853618421, 0.7919319554379112, 0.42327821254730225, 0.9392755681818182, 0.7661675347222222, 1.458612060546875, 1.2013070242745536, 1.8037981305803572, 0.6134105009191176]","[-66.06185913085938, -59.1611328125, -67.35934448242188, -52.236328125, -48.35874938964844, -58.1296911239624, -45.58837890625, -57.51171875, -32.506134033203125, -42.256439208984375, -38.029693603515625, -50.471923828125]","[-62.58103370666504, -66.8486328125, -73.36669921875, -79.57177734375, -63.40545654296875, -68.28836822509766, -66.25244140625, -71.302734375, -54.38531494140625, -67.48388671875, -75.90945434570312, -60.89990234375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7231454246319323,"[-0.20668658088235295, 0.6680294218517485, 0.8023348721590909, 0.7790061632792155, 0.9232903682824337, 1.23115234375, 0.8089481535412016, 0.4466885653409091, 1.0225602063265713, 0.6056954520089286, 0.6911387973361545, 0.9055873325892857]","[-62.14453125, -86.4839859008789, -58.326171875, -74.4913215637207, -116.906005859375, -71.126953125, -56.496376037597656, -69.19140625, -39.0033016204834, -51.9840087890625, -54.62186050415039, -57.177978515625]","[-58.630859375, -100.51260375976562, -75.9775390625, -93.18746948242188, -147.3745880126953, -95.75, -73.48428726196289, -79.0185546875, -61.49962615966797, -64.70361328125, -73.28260803222656, -76.1953125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8625009782317729,"[-0.1282445004111842, 0.9101607711226852, 0.8161985223943536, 0.8577302631578947, 0.9773385184151786, 0.8409645774147727, 0.5004562854766845, 0.6438090006510416, 1.1443020502726238, 1.7842658547794117, 0.8702392578125, 1.1327911376953126]","[-81.61456298828125, -52.0784912109375, -55.49895477294922, -65.8359375, -62.8533935546875, -58.109130859375, -45.98521327972412, -51.590850830078125, -55.75031280517578, -53.04052734375, -53.8985595703125, -42.60687255859375]","[-79.17791748046875, -76.65283203125, -73.455322265625, -82.1328125, -83.37750244140625, -76.6103515625, -55.99433898925781, -65.11083984375, -83.21356201171875, -83.373046875, -72.173583984375, -65.2626953125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7911373890320827,"[-0.06436051993534483, 0.7466888427734375, 0.7468074162801107, 0.7599490130389178, 0.3285527759128147, 0.8658585181603065, 1.0989787718828987, 0.7078628540039062, 0.9903157552083334, 1.1942952473958333, 1.3275626046316964]","[-90.3238525390625, -72.422119140625, -66.75043487548828, -68.115966796875, -63.0333366394043, -73.14405059814453, -65.77403450012207, -72.627685546875, -69.062744140625, -77.39990234375, -57.4571533203125]","[-88.4573974609375, -96.316162109375, -84.67381286621094, -88.63459014892578, -71.9042615890503, -95.6563720703125, -103.13931274414062, -95.279296875, -86.888427734375, -106.06298828125, -94.62890625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7810201692713874,"[-0.14591588973999023, 0.663336181640625, 0.9578190556278935, 0.6141304347826086, 0.5204806857638888, 0.9214728860294118, 1.2053273518880208, 1.0417905061141304, 0.5641554127568784, 0.9362618582589286, 1.6098373413085938, 0.4835462068256579]","[-73.41670608520508, -56.1221923828125, -52.700531005859375, -71.08837890625, -48.526123046875, -47.35302734375, -67.7264404296875, -49.22320556640625, -43.42580795288086, -36.6226806640625, -30.716094970703125, -51.81071472167969]","[-70.49838829040527, -69.388916015625, -78.5616455078125, -85.21337890625, -57.894775390625, -63.01806640625, -96.654296875, -73.18438720703125, -56.40138244628906, -49.7303466796875, -62.912841796875, -60.99809265136719]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6723507779610978,"[-0.029175468113111412, 0.755488762488732, 0.8283494518649194, 0.736865234375, 0.7958710769127155, 0.53670166015625, 0.6435133127065805, 0.30894215901692706, 0.7671630859375, 0.939239501953125, 1.1128997802734375]","[-83.01812744140625, -56.631614685058594, -67.4019775390625, -55.0791015625, -75.3731689453125, -74.67291259765625, -63.248085021972656, -51.6236572265625, -66.62646484375, -52.109130859375, -44.18426513671875]","[-82.34709167480469, -76.27432250976562, -93.080810546875, -69.81640625, -98.45343017578125, -88.0904541015625, -79.97943115234375, -59.03826904296875, -81.9697265625, -74.65087890625, -75.345458984375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7682884375127539,"[-0.1304417660361842, 0.8161773681640625, 0.9291960063733553, 0.4750942107169859, 0.5183826895321116, 0.8690407492897727, 0.56519775390625, 1.5795055188630756, 0.7084642493206522, 0.9841950458029042, 1.1000681877136231, 0.9362411499023438, 0.6366285241168478]","[-68.8203125, -51.009521484375, -40.2491455078125, -52.354888916015625, -33.36821937561035, -51.826416015625, -51.255126953125, -54.21473693847656, -65.7412109375, -61.68262481689453, -53.236032485961914, -65.82815551757812, -60.7235107421875]","[-66.3419189453125, -64.068359375, -57.90386962890625, -67.08280944824219, -42.18072509765625, -70.9453125, -62.55908203125, -84.225341796875, -82.035888671875, -84.31911087036133, -75.23739624023438, -84.552978515625, -75.365966796875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8714587923083082,"[-0.13845142951378456, 0.4436474609375, 0.8627435435419497, 1.5144391741071428, 0.9416762457953559, 1.3193746454575483, 0.9802607783564815, 0.6339395141601563, 0.8596489118493121, 0.796240234375, 1.0586813467520255, 1.1853050818810096]","[-62.36289596557617, -54.355712890625, -64.3382339477539, -32.736328125, -39.512657165527344, -20.619245529174805, -63.961669921875, -39.54552459716797, -46.41714286804199, -58.900390625, -60.03334045410156, -72.96624755859375]","[-58.76315879821777, -65.4468994140625, -84.18133544921875, -53.9384765625, -56.46282958984375, -43.048614501953125, -90.4287109375, -55.394012451171875, -66.18906784057617, -74.8251953125, -88.61773681640625, -103.7841796875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6916666896958238,"[-0.16854154146634615, 0.7980134383491848, 0.7422344501201923, 0.9461566261623217, 0.6173436301095145, 0.6676613136574074, 0.60101318359375, 0.5285063244047619, 0.6940577580378606, 0.6451576634457237, 1.0719982328869047, 1.1563991970486112]","[-82.9764404296875, -47.3001708984375, -62.7705078125, -66.07650947570801, -61.10187530517578, -64.5947265625, -65.379150390625, -48.7822265625, -62.41998291015625, -54.22833251953125, -44.5447998046875, -33.210205078125]","[-78.5943603515625, -65.65447998046875, -82.068603515625, -87.8381118774414, -78.38749694824219, -82.62158203125, -82.20751953125, -59.880859375, -80.46548461914062, -66.486328125, -67.0567626953125, -54.025390625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.9895982655816055,"[-0.08981007543103449, 0.41104789402173914, 1.0046164772727273, 0.9355053079539332, 0.86328857421875, 1.3766239390653723, 0.8011825561523438, 0.7236667209201388, 1.0457763671875, 1.8960474917763157, 1.5831300735473632, 1.3241038602941178]","[-89.85009765625, -83.7763671875, -59.5078125, -70.96653747558594, -59.412139892578125, -33.70389938354492, -48.587493896484375, -77.35430908203125, -47.99951171875, -51.40869140625, -39.94348621368408, -40.80078125]","[-87.24560546875, -93.23046875, -81.609375, -98.09619140625, -80.99435424804688, -57.10650634765625, -64.61114501953125, -96.893310546875, -64.73193359375, -87.43359375, -63.69043731689453, -63.310546875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8819259318598154,"[-0.15732320149739584, 0.943621013475501, 0.9697813554243608, 1.4632826305571056, 1.567919921875, 0.8019189453125, 0.6494064331054688, 0.7606843647203947, 1.555342538016183, 0.8768141004774306, 0.8195682525634765, 0.33209482828776044]","[-75.799560546875, -62.233543395996094, -59.42616271972656, -62.20441436767578, -50.328125, -57.7728271484375, -45.09241485595703, -41.3570556640625, -36.109779357910156, -36.36773681640625, -63.23363494873047, -58.67669677734375]","[-72.0238037109375, -83.93682670593262, -80.7613525390625, -92.933349609375, -81.6865234375, -77.82080078125, -58.729949951171875, -55.81005859375, -68.77197265625, -52.150390625, -79.625, -66.64697265625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8564982347543607,"[-0.16440758338341346, 0.7210879118546195, 0.791489310886549, 1.540336277173913, 1.2951253255208333, 0.7904295921325684, 1.1761977251838236, 1.4878817471590908, 0.431309814453125, 0.4955322265625]","[-97.28463745117188, -72.63069152832031, -63.054779052734375, -73.3193359375, -75.52001953125, -83.22719192504883, -51.590576171875, -62.5341796875, -60.528778076171875, -132.566162109375]","[-93.01004028320312, -89.21571350097656, -81.259033203125, -108.7470703125, -106.60302734375, -102.19750213623047, -71.5859375, -95.267578125, -71.3115234375, -157.3427734375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.776759651486251,"[-0.15003605892783717, 0.715606689453125, 0.6470215137188251, 1.1551011029411764, 0.9881065509937428, 0.7001783582899306, 0.515573263168335, 0.6072998046875, 1.1027942101160686, 1.3130525287828947, 0.949658203125]","[-81.41028594970703, -45.4287109375, -68.46102523803711, -60.5234375, -68.51216316223145, -56.19256591796875, -60.93106651306152, -51.26708984375, -57.40920031070709, -24.500244140625, -49.6962890625]","[-78.55960083007812, -56.87841796875, -85.28358459472656, -80.16015625, -95.1910400390625, -68.7957763671875, -73.30482482910156, -62.8057861328125, -80.56787872314453, -49.4482421875, -68.689453125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6661282049980396,"[-0.12236809008049243, 0.5374674479166667, 0.31056315104166665, 0.8904765202448919, 0.44780955595128674, 0.7486837635869565, 0.5365668848941201, 0.7975016276041667, 1.3449592590332031, 0.9119036992390951, 0.923846435546875]","[-100.56472778320312, -95.853515625, -84.565673828125, -66.56237411499023, -113.99517822265625, -58.97802734375, -98.22079467773438, -83.820068359375, -73.5468864440918, -54.05623435974121, -64.3388671875]","[-96.52658081054688, -111.9775390625, -93.882568359375, -89.71476364135742, -129.220703125, -76.19775390625, -118.61033630371094, -107.7451171875, -107.17086791992188, -81.41334533691406, -82.8157958984375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.9390484752845948,"[-0.0732421875, 0.3723759969075521, 1.27288818359375, 1.4569736056857638, 0.7841593424479166, 0.797515869140625, 0.9608633858816964, 0.6552114486694336, 0.5303769318953805, 1.1447629061612217, 1.3605764288651316, 2.006119791666667]","[-54.1153564453125, -58.273414611816406, -50.9267578125, -36.2763671875, -54.1072998046875, -59.85792541503906, -42.7080078125, -61.28281021118164, -70.27423095703125, -52.567169189453125, -31.47113037109375, -29.529296875]","[-52.5772705078125, -69.44469451904297, -71.29296875, -62.50189208984375, -72.9271240234375, -75.01072692871094, -56.16009521484375, -77.00788497924805, -82.472900390625, -77.751953125, -57.32208251953125, -59.62109375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6593670633391854,"[-0.07253196022727272, 0.9034527865323153, 0.4543263117472331, 0.5709060668945313, 0.6350687503814697, 0.5936933135986329, 0.7832510811941964, 1.04033203125, 0.9761505126953125, 0.61787109375, 0.7505177089146206]","[-74.513671875, -52.17503356933594, -48.954811096191406, -46.992950439453125, -78.31048822402954, -53.55203819274902, -57.455535888671875, -48.333984375, -103.4315185546875, -50.3017578125, -57.422027587890625]","[-72.91796875, -72.05099487304688, -59.858642578125, -58.41107177734375, -97.36255073547363, -68.39437103271484, -73.90380859375, -69.140625, -142.4775390625, -62.6591796875, -78.4365234375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8776548537086293,"[-0.09405517578125, 0.5851942698160807, 0.519180961277174, 0.726484375, 0.7420072555541992, 1.2104514439900715, 0.433837890625, 0.9028741244612069, 1.2165670955882353, 0.9264429265802557, 2.0087890625, 1.3540840148925781]","[-49.2978515625, -48.65943908691406, -40.881134033203125, -73.90673828125, -74.58969116210938, -47.93048667907715, -27.06396484375, -74.997314453125, -57.9140625, -61.34657287597656, -30.6240234375, -42.07359313964844]","[-47.79296875, -62.7041015625, -52.822296142578125, -92.06884765625, -98.33392333984375, -69.71861267089844, -33.571533203125, -101.1806640625, -78.595703125, -81.72831726074219, -56.73828125, -69.1552734375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7392983340744061,"[-0.13120404411764705, 0.5335128090598367, 0.6449394226074219, 0.4266594780815972, 1.459829891429228, 0.5659029560704385, 0.7714426141036185, 0.9578666687011719, 0.9048479253595526, 1.022760009765625, 0.8625732421875, 0.8524490356445312]","[-56.61328125, -61.78704071044922, -59.83595275878906, -26.6021728515625, -30.183837890625, -91.46295928955078, -51.73919677734375, -45.64103698730469, -52.82030487060547, -37.1397705078125, -48.44384765625, -53.202972412109375]","[-54.3828125, -73.52432250976562, -72.7347412109375, -34.28204345703125, -55.000946044921875, -109.00595092773438, -66.3966064453125, -64.79837036132812, -72.72695922851562, -57.594970703125, -65.6953125, -70.251953125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6839858307716329,"[-0.2620672928659539, 0.6546079574092742, 0.89825439453125, 1.5013671875, 0.8709065755208333, 0.8869566740813078, 0.186767578125, 0.73382568359375, 0.24924645057091346, 1.40760498046875, 0.39637394955283717]","[-58.274810791015625, -72.8973388671875, -34.9521484375, -41.63525390625, -103.25823974609375, -37.57316589355469, -53.609130859375, -48.96875, -38.510528564453125, -43.679931640625, -55.04582977294922]","[-53.2955322265625, -93.190185546875, -49.32421875, -71.66259765625, -142.44903564453125, -61.52099609375, -57.15771484375, -60.7099609375, -41.750732421875, -71.83203125, -62.576934814453125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.6616726683695675,"[-0.06398809523809523, 0.1427978515625, 0.46055320457175924, 0.2612730662027995, 0.7101622990199498, 0.8913722229003906, 1.0205909465921337, 0.8468602498372396, 0.9801804391961348, 0.6180179595947266, 1.5001808007558186, 0.5720710754394531]","[-66.8515625, -71.279296875, -74.2060546875, -69.51448059082031, -79.1192855834961, -65.32650375366211, -72.75469970703125, -58.81706237792969, -55.28257751464844, -58.154579162597656, -64.05130958557129, -68.27703857421875]","[-65.5078125, -74.13525390625, -86.6409912109375, -75.7850341796875, -99.00382995605469, -87.61080932617188, -102.35183715820312, -74.060546875, -73.906005859375, -70.51493835449219, -100.05564880371094, -77.43017578125]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.9331217019376092,"[-0.09226106342516448, 0.7640568659855769, 1.4993170569924748, 0.5573577880859375, 1.414207056949013, 1.396630859375, 0.3232474949048913, 0.624267578125, 1.5000406901041667, 0.6420704234730114, 1.7664713541666666, 0.8020543185147372]","[-50.91270446777344, -72.0042724609375, -44.25379753112793, -89.02381896972656, -43.36279296875, -43.4423828125, -50.56402587890625, -59.11328125, -38.6060791015625, -60.14837646484375, -39.3759765625, -72.0951919555664]","[-49.15974426269531, -91.8697509765625, -69.7421875, -102.957763671875, -70.23272705078125, -71.375, -57.99871826171875, -70.35009765625, -70.10693359375, -74.27392578125, -65.873046875, -89.74038696289062]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7966781195663709,"[-0.12617941463694854, 1.105224609375, 0.8462328229631696, 0.8748998641967773, 0.8702651515151515, 0.86890380859375, 0.973274654812283, 0.4341227213541667, 0.8821156819661459, 0.5616904810855263, 1.0578125, 1.2117745535714286]","[-70.14840698242188, -63.520263671875, -61.9873046875, -94.29474639892578, -120.22314453125, -65.39981079101562, -35.42238235473633, -58.8634033203125, -53.8424072265625, -60.123046875, -28.31640625, -32.904296875]","[-68.00335693359375, -92.256103515625, -85.68182373046875, -115.29234313964844, -148.94189453125, -87.12240600585938, -61.70079803466797, -67.97998046875, -75.01318359375, -70.795166015625, -44.18359375, -49.869140625]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7145818723180861,"[-0.10573085149129231, 0.9566324869791667, 0.36044472142269735, 0.5536093278364702, -0.05735712466032609, 1.0883501838235294, 0.7419178174889606, 1.2283586774553572, 1.1876229372891514, 0.26641686757405597, 1.1949275090144231, 1.159789915084839]","[-83.44213485717773, -76.70709228515625, -67.6932373046875, -77.0450210571289, -65.2108154296875, -52.10693359375, -55.72101593017578, -63.6986083984375, -30.862773895263672, -78.94384002685547, -31.1749267578125, -42.31523585319519]","[-80.90459442138672, -105.40606689453125, -74.54168701171875, -89.22442626953125, -63.8916015625, -70.60888671875, -72.78512573242188, -89.494140625, -56.990478515625, -85.33784484863281, -46.708984375, -71.30998373031616]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7357229693769765,"[-0.10727528163364955, 0.25351891150841344, 0.7786385672433036, 0.7692783900669643, 1.0099986683238635, 1.3149181547619047, 0.8481190999348959, 1.0551025390625, 0.7065631018744575, 0.44535104851973684, 0.8504066467285156, 0.9040557861328125]","[-88.63325500488281, -88.31085205078125, -67.1199951171875, -57.71038818359375, -59.461669921875, -87.41015625, -55.05352783203125, -43.79638671875, -65.21796035766602, -41.147216796875, -52.461585998535156, -55.00816345214844]","[-85.62954711914062, -94.90234375, -88.921875, -73.865234375, -81.681640625, -115.0234375, -75.40838623046875, -64.8984375, -77.93609619140625, -49.60888671875, -71.1705322265625, -77.60955810546875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7560536808410787,"[-0.13611916934742646, 0.7564019097222222, 0.9674476623535156, 0.9632505937056108, 0.8122836026278409, 0.48443748837425593, 1.3956211635044642, 1.0154252485795454, 0.18690854027157738, 0.892950439453125, 1.0181640625, 0.7158726283482143]","[-49.44771766662598, -50.9794921875, -40.38688659667969, -59.85243225097656, -65.0743408203125, -56.535552978515625, -34.2073974609375, -27.416748046875, -65.19448852539062, -35.549072265625, -39.3505859375, -38.3258056640625]","[-47.13369178771973, -64.5947265625, -59.73583984375, -81.0439453125, -82.944580078125, -66.708740234375, -53.74609375, -38.58642578125, -69.11956787109375, -53.4080810546875, -54.623046875, -53.359130859375]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.7758418767735655,"[-0.08409288194444445, 0.727770353618421, 0.7870497270063921, 0.6772064208984375, 0.9223793431332237, 0.45154685559480084, 0.7366136823381696, 1.3338248843238467, 0.40665283203125, 1.1881885528564453, 0.9752519027046536, 1.1877108487215908]","[-58.86328125, -57.3896484375, -48.786041259765625, -46.59100341796875, -39.20819091796875, -54.35168504714966, -49.25067138671875, -59.37767791748047, -56.246826171875, -64.80781555175781, -39.40807342529297, -44.524658203125]","[-57.349609375, -71.21728515625, -66.10113525390625, -60.1351318359375, -56.7333984375, -64.73726272583008, -69.8758544921875, -87.38800048828125, -64.3798828125, -93.3243408203125, -61.8388671875, -70.654296875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
0.8382037363024164,"[-0.11083984375, 0.875044069792095, 0.695653788248698, 0.9723432064056396, 1.2209638448861928, 0.8679370880126953, 0.5373607817150298, 0.8064128557840983, 1.4872396717900815, 1.3739286202650804, 0.4941970161769701]","[-74.0089111328125, -53.646318435668945, -68.31550598144531, -55.72376823425293, -62.84391403198242, -83.14708709716797, -61.39337158203125, -56.84836196899414, -58.480987548828125, -49.76649188995361, -57.42173767089844]","[-71.4595947265625, -70.27215576171875, -89.18511962890625, -79.06000518798828, -94.58897399902344, -103.97757720947266, -72.67794799804688, -76.2022705078125, -92.6875, -85.4886360168457, -68.78826904296875]",A short story,SakanaAI/TinySwallow-1.5B-Instruct
