,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent
3757,3C2NJ6JBKB3PZEQQJ651VROIS8S2NE,6812,VYQ1BQRY,25.0,woman,white,1.0,1.0,,4.0,4.499809670330264,an event that happened at the restaurant.,imagined,the couple sat with the kids.,0.875,,3LEIZ60CDKLUGNP873VA01358G9Z9V,4.0,I have witnessed something similar to this happening.,"This day was absolutely hilarious. I haven't had such a day in my life i think. It started out normal. Just like any other day. I went to work and was waiting on the tables as usual. Around evening, this elderly couple walked in. They asked me if they could be seated. This was surprising to begin with- as we do not have a reservation policy. However, i politely informed them that they can take a seat. They seemed to know what they were doing. However, how wrong i was! As i came back from the kitchen, i saw them sitting besides these children. The kids seemed confused, and a bit terrified? The mom was furious for sure. Apparently the elderly couple didn't know our ways it seems.",3.0,A couple walked into a restaurant I worked in and asked if they could be seated. There was a very comical misunderstanding over what occurred.,90.0
5273,3SB4CE2TJWHJGBZYYRLPZBYEXX4XAB,1839,O0Z6LU3B,18.0,man,white,1.0,2.0,5.0,5.0,4.787491742782046,My birthday surprise trip to the Bahamas,recalled,My parents left a card for me with two tickets of a flight,1.0,,3SB4CE2TJWHJGBZYYRLPZBYEXX4XAB,,,"About four months ago, it was my birthday. I had no plans and wasn't really expecting to do anything for my birthday other than what I normally do on an average day. To my surprise, on the day of my birthday, I woke up to a birthday card from my parents that included two tickets of a flight to the Bahamas that was departing in six hours and a note that we have reservations at a hotel for the week. I immediately went to thank my parents and then called my girlfriend to tell her the news. I wanted her to come with me, she was extremely surprised and excited too. We only had about five hours to get ready, pack, and make it to the airport. We were going to the Bahamas for a week! About two hours until the flight departures, there is a knock at our door. We answer it and it's a limo driver! My parents even surprised us with a limo that would take us to the airport. We couldn't believe it! We go to the airport in the limo and get on the flight. We arrive in the Bahamas and we were brought to our hotel. The hotel room was a suite and it was just absolutely gorgeous, it had an ocean and pool view too. The pool area even had some big slides that made it like a water park. We didn't get to do much the first day because we were traveling but we did go out for a very nice dinner at a restaurant that was on the beach and I think I had the best seafood I've ever had there. We also sat on the beach and listened to the waves afterwards and went in the hot tub for a little bit before we went to sleep. This was definitely the most shocking and exciting day of my life and I'll always remember it.",1.0,"It was the day of my birthday and I had no plans. To my surprise, my parents left a card for me that included two tickets of a flight to the Bahamas that was departing in six hours and a note that we have reservations at a hotel for the week. I thanked my parents and called my girlfriend to come.",120.0
4760,3U5JL4WY5LV4EMJHPQBYM8CE6L54X1,2253,7U51RM7O,45.0,woman,white,4.0,3.0,,5.0,5.1929568508902095,an event celebrating my birthday with friends,imagined,my niece had taken really great photos,0.5,,3Q8GYXHFEQOY77CMCZYLDNXI6S2C5P,3.0,I have special people in my life that I really appreciate.,It was by birthday around six months ago. I had the best surprise when my friend took me dinner and a group of other friends and some of my family were also there. I was already so excited just to out with my friend to my favorite restaurant but when I saw my favorite people there for me it was beyond exciting. I realized how blessed I am to have people in my life that I care about and that also care about me. I had the best birthday celebration and it really meant a lot to me. I was also so happy that my niece is good at taking photos. She sent me photos of the night and I am so happy to have them. I am going to make a nice collage for my room. My birthday was a great night and it really just marks a really good time in my life. I have a great apartment that I am very happy with and things at work have been going well. I can appreciate these things because a while ago I really had a tough time and had to rely on others. I really appreciate these people in my life. I am feeling very grateful for my many blessings. It is overwhelming to actually feel happy in the mornings . It is a pleasure to feel satisfied with my daily grind. I appreciate special events like this and now I really want to focus on paying it forward and celebrating others as soon as I get a chance to do something special.,3.0,One's cannot be satisfied is proven on that day. I was completely overwhelmed and satisfied with the things that are going in my life. I am so grateful to everyone.,180.0
5046,3E7TUJ2EGD8RDMKCFL6D99K2B5DD9T,1912,J9Q0B95W,25.0,woman,hisp,1.0,1.0,,,4.499809670330264,My love life,imagined,I realized I had fallen in love,0.5,,3R9WASFE2023HXGLAPV2AXPG2DSZF0,5.0,I realized I had found the perfect partner for me once i started dating him,"My life has changed completely. I will never forget when I first met him at the airport 3 motnhs ago. I feel complete and adored. My romatic partner has sparked new feelings in me that no other partner has. I am in love with him, my life and everything around us. I can never take this moment for granted, I am forever grateful I met him. I need to study myself while I'm wrapped up in such feelings. I am aware that it has been much too soon for me to feel this way. Any mistake can happen and things could turn out to disappoint me. I need to be careful not for me but for others around me to.. Why do i always second guess myself like this? Why can't I just enjoy the feelings as I go? I am getting older and need to make rational decitions based on my goals and mental health not feelings. Or am I just being selfish? I've had good relationships but none that made me feel this way before. should I trust the feeling?",1.0,I met my current romantic partner for the first time. I picked him up at an airport and we spent a lot of time together and I loved him like I had never loved any other partner I had had. It was a time of discovery and adoration.,90.0
779,3KJYX6QCMAX2DFX7SIXK4P4CHB9JV7,5723,09LYTC5U,30.0,man,white,1.0,1.0,,3.0,4.499809670330264,going out to run errands in extreme heat and needing help,imagined,the movie theater did not have their AC on,1.0,,34J10VATJGKEDWHKO1IAM1Q4NR7QIK,2.0,"This story makes sense and reminds me of friends of my family, but ultimately is not something I have experienced at this point in my life.","I have been trying to get out and be more active lately. My doctor initially told me it would be a good idea to help ease my symptoms, but I'm starting to really enjoy being out and about. About three months ago I was especially restless one morning and opted to take myself out for a day of fun. I hit the local mall and walked all through my favorite stores. I probably spent a full hour in Macy's alone. I bought a pair of new sandals and a really cute beach hat too, which are things that coincidentally help reinforce this new lifestyle I'm trying out. After shopping I stopped into a new restaurant that opened near the mall. It felt odd to eat by myself, but after a few minutes I really started to enjoy it. I almost felt like some important business person. My steak was perfectly cooked and I even had a margarita to drink. By this point I really started to feel my legs getting achy, and the 100 degree temperatures outside didn't exactly help things too much. Against my better judgement I ended up deciding to see a movie to cool down, but found myself frustrated when I realized the theater's air conditioning was turned off. Who turns off AC in 100 degree heat?!? I ended up finishing the movie, but my legs were not in great shape and I was feeling quite dehydrated. After sitting on a bench for a bit to gather my thoughts, I determined that I should not try to get home in this shape. Thankfully my good friend Judith answered her phone and was willing to come get me and take me home. I apologized to her for overextending myself on this day, but I think she understood how much I enjoyed my independence. Next time I might have to take it a little easier on these hot days!",1.0,"One restless morning I decided to go shopping, have a nice lunch and catch a movie. I was horribly exhausted from the heat which made each activity quite painful. I finally had to call a friend to pick me and bring me home because I never would have made it otherwise!",90.0
6623,39LNWE0K4VI65PO15A2FW2NUF8BUIA,825,ZKUV4NTH,30.0,man,white,1.0,3.0,,5.0,4.787491742782046,buying a house.,imagined,they accepted my lower offer.,1.0,,3ZGVPD4G6U3D02YM590RR14HD8KZTK,4.0,I am buying a house.,"I decided I was done with renting, and ready to buy my own home. I love the city where I live and wanted to settle down permanently. It turns out that everyone else loved my city too, because houses were flying off the market. You had to be quick in making an offer. I spent a year putting in offers on houses that I thought were the one. It wasn't until I found my dream house, that I decided to take some extra action. I figured it was worth a shot, and decided to contact the home owners by letter. I told them about how I imagined raising a family there. I wrote about how I dreamed of having children and pushing them on the old tire swing in the front yard. I must have pulled one of their heart strings because they accepted my offer. There was even a higher, more desirable offer but they went with mine. I was so excited to get the news. I will be moving in next week. This house already feels full of love. I can't believe I am finally a home owner!",3.0,"While looking for my first home, after a year of searching and 10 plus full price offer rejections, I found the perfect home. I made a full price offer at the top of my budget and wrote a letter about my love for the house. The homeowners chose me over an offer for more money.",120.0
5902,3IAS3U3I0G2NY51TGG0S4WOP04D2BL,2695,GXW3XXD0,18.0,woman,black,2.0,5.0,,2.0,1.9459101490553128,About my first miscarriage.,imagined,When Jackson called it quit.,0.25,,3VP0C6EFSHI7ZXORU7248PGU2HGM6Y,3.0,"Actually , the only way I closely identified with this story is that I had once had an heartbreak too because my spouse called it off.","It all happened one week ago, I and Jackson where in a good relationship that could lead to us getting married before then but all of a sudden, things began to go haywire as Jackson changed in character all of a sudden as soon as I told him that I was pregnant with our baby. Jackson then kept his distance from me and started displaying certain attitude towards me. He started keeping late nights as well and would always scold me when I confront him about it. All I felt at this time was that the whole word was covering up on me because my parents earlier told me that they never where comfortable with my relationship with Jackson. With this, I was devastated. Jackson then came to me one afternoon and said he was calling it off and that was all he wanted. I pleaded that we mend the Issues we had but all that was to no avail as Jackson said he was going to take responsibility of the baby and of course would grant me some benefits.       With this, I ended up wallowing in sorrow and poured all my frustration on alcohol .I spent almost all my days indoors drinking myself out forgetting the fact that I was pregnant and the alcohol could affect the baby. Jackson came by last week with a check in his hand and handed it over to me saying it was my benefit. The check read $50,000 and he said I should use that for my upkeep for the time.     That same day, I went to the bank with the check and on getting there, discovered that he scammed me. The check was fake and at that instant felt a  sharp pain in my tummy and suddenly everywhere went dark. I opened my eyes only to see myself on a hospital bed and few minutes later, discovered that I had a miscarriage just as the nurse was about to say. In all, It was so sad as I was scammed and had a miscarriage all in the same 24 hours. In all, this was a sad and still a sad memory to me.",4.0,I had a miscarriage and got scammed all in the same 24 hours! It was very sad. So sad. The check was fake;l I really hope I don't have to pay my bank back!,7.0
5392,37C0GNLMHGP4V3IEHE31PZT1J626DC,2260,170VL2NX,30.0,woman,white,1.0,1.0,,2.0,4.0943445622220995,A lovely night at a friend's wedding.,imagined,Husband took me to secluded area to dance alone,1.0,,3SUWZRL0MZZ9N9WED9ELVHBLWY5E6M,1.0,It just sounds really romantic. I hope to have a moment like this in my life some day.,"Two months ago my husband and I were a part of our best friend's wedding. Their ceremony was in a beautiful cathedral with high vaulted ceilings and stunning stained glass windows. Their reception was right down the road at the local wildlife park. They had fairy lights strung up through the canopy of trees over the dining tables. A little dance floor was set up where the DJ was playing exciting music as the guests ate. My husband and I sat with each other having a few cocktails, enjoying the ambiance of the evening. We danced a little, ate a little, and enjoyed time with our lovely friends. My absolute favorite part of the evening was when my adoring husband took me off to the side of the gathering where it was a little quiet. He took me into his arms and we danced under the stars. He whispered how much he loved me and how happy every moment spent with me made him. On our friend's special day this amazing man still made me feel like the bell of the ball. We kissed under the night sky with the faint echo of music and laughter in the background. Eventually our little escapade into the trees had to end. The rest of the evening went off without a hitch. There was much laughter and my sister caught the bouquet! It looks like she will be the next lucky lady. I will always remember that little moment we had together; it made me realize truly how lucky I am to have this amazing man in my life.",1.0,My husband and I attended the wedding of our friends. It was a beautiful evening and reminded me how lucky I am to have a man I love.,60.0
1114,36AHBNMV1SY6ENSKNXYT8QDT4UMYD7,4797,XQR3NF13,35.0,man,white,1.0,1.0,2.0,4.0,3.4011973816621555,my friend helping me recharge from being burned out.,recalled,she told me I was the hardest worker she knows.,1.0,,36AHBNMV1SY6ENSKNXYT8QDT4UMYD7,,,"I had been feeling pretty depressed lately, because I had been over-working myself. There wasn't much time in the day that I was taking to relax or reflect, and it was really starting to wear on me. I had just piled on more and more deadlines at work, thinking that I could do it all, but I was wrong. I was starting to get fatigued, and my work was suffering because of it. I was having an especially bad night, and I wanted to just give up, but I had a friend over who wouldn't let me. She told me that I needed to keep going, and basically that she believed in me, and in my ability to finish what I started. She told me that I was the hardest worker she knew, and that I was inspiring to her. She said that if I gave up, it would let her down, and that she knew I wouldn't let her down. That really helped, and it really touched me that she felt that way about me. It wasn't quite enough, though, as I was still very burned out. She told me to take the night off, and while I was relaxing, she went out and bought some things. She bought us some good food for dinner, as well as some nice wine to enjoy after.  Then, she cooked me dinner, which was really good. After that, we just relaxed, listening to music and drinking wine, not having any care about work or deadlines. It was only one night, and it didn't solve the issue of being burned out, but it did give me some more fuel to keep on going and finish my projects. I am really thankful that she did that for me, and I am lucky to have her as a friend.",1.0,"I was feeling very burned out, due to having too many projects and looming deadlines at work. A friend of mine gave me a really nice pep talk, cooked me dinner and kept me company over the night to help me unwind.",30.0
327,3EICBYG645I6E6R7112FEXGOLMDJCJ,1608,VH5MH5YK,35.0,woman,white,1.0,1.0,,3.0,4.0943445622220995,my cousin losing the battle to brain cancer,imagined,she got cancer at such a young age,-0.5,,32AT8R96GMVVZ3RXAMWT04TG9CISU0,3.0,I lost my grandfather to stage 4 bladder cancer and now my grandmother has less than 6 months to live because of gastric cancer.,"2 months ago, I lost my cousin due to brain cancer. It was such a sad loss for all of us. She was so very young. I can see this happening in someone older, but why so young? We're not sure what caused it. She has been fighting so hard for the past 5 years. I was sure because of her age she would fight this. Isn't younger people supposed to be more resilient? I miss my cousin badly right now. When I attended her funeral, I immediately broke down. The room was fill not only with many family members, but all of her friends, old teachers, and sports buddies. Life will not be the same without her. How do we all cope with such a loss? Instead of people donating flowers, the donations ended up going to the American Cancer foundation. We hope someday there will be a cure for cancer. May my cousin finally rest in peace!",3.0,"My cousin recently passed away due to brain cancer.  She was only 28 years old at the time and had been battling the cancer for the like 5 years.  I attended her funeral with my parents, and the rest of my extended family.",60.0
694,3A4NIXBJ77LPIIRYHB86X8YSJVJLME,408,JWG5FEQK,25.0,woman,hisp,1.0,5.0,,4.0,3.0445224377234235,about breaking up with my girlfriend.,imagined,she said horrible things to me.,0.875,,33PPUNGG39R0KNLU1KVWRM3ZPRYZRQ,4.0,My best friend and I had a similar situation.,"Oh, gosh...worst time with my girlfriend. well, about a month ago she got really badly sick. I'm talking fever, unable to breathe, things like that. She absolutely needed to go to a hospital but refused to go because she'd had a bad experience before. We argued about it a lot for a few days until I put my foot down.  She was too weak to stop me and I carried her to the car to take her in myself. She couldn't fight me about it, and the doctors all agreed she'd needed to come in. She got better after taking the medicines they gave her, but she was so mad at me and refused to talk to me for days. I refused to apologize for doing what was right but she still wouldn't see that! Things got really really tense and we both said some pretty nasty things to one another for like, weeks at a time. It got to the point that I was sleeping on the couch! After a couple more weeks of this I decided I'd had enough. I sat her down, told her I was glad she was better, but that I couldn't do this any more. I broke up with her then and there and left our apartment for my Dad's. We haven't spoken to one another since.",4.0,"My girlfriend got very sick which lead to tension in our relationship. We started being very hateful with each other. Finally, i told her enough was enough and we ended the relationship.",21.0
5939,3LWJHTCVCD8U35FUNTCPJ4DC6OSQFJ,719,RX151N2N,35.0,woman,white,1.0,1.0,,1.0,4.0943445622220995,proposing to my girlfriend.,imagined,when I got down on my knee to ask for her hand in marriage.,0.625,,3VZLGYJEYMWKHJ76AJ1OG4PNFJGXZS,2.0,My husband proposed to me but it was not in this manner.,"Two month ago, I took my fiance on a over night trip to watch a play in Louisville. We had been dating for a bout a year and I knew that we were meant to be together. Since we have dated there have been things happen in our life that have brought us closer together. We celebrated her new job and we mourned the death of my father. After he passed it really put life in perspective and I knew that I wanted a family. I decided to visit my friend who owns a jewelry store and selected the perfect ring. It was a little over 2 carats but worth every cent. When we arrived in Louisville we checked into our hotel room and then had dinner at Jeff Ruby's Steak House. The meal was delicious and the view was even better. We decide to walk next door to the performing arts center and have a few cocktails before the show. We took our seats in a private balcony and when the first half was over the magic began. I got down on my knee and proposed to my future wife. She cried and I let a few tears slip myself. The crowd began clapping when they realized what was happening and it was the perfect moment. Now we have to plan our wedding and that may be a little more stressful.",1.0,"Started to further my relationship through special times with each other. In the end, proposed to her, while on a trip, to which she said yes to it.",60.0
6472,3L4PIM1GQU20FXBP5YTDDFUX7N8RY9,2403,DBRXREM5,18.0,man,asian,4.0,4.0,,3.0,4.0943445622220995,trying out a new experience,imagined,I thought it was fun,0.125,,3YT88D1N09KDCQ16QTRQM9C63MZK33,4.0,closely enough,"So my husband and I decided that we wanted to try experiencing new things, so we got together with another couple and we tried many different new things together. It was fun and we all had such a great time together. We also learned many new things from each other that we didn't know before. It was just great. At first I hesitated, because I wasn't sure if that's what I wanted but after experiencing it, I just want to experience it over and over again. I didn't want the fun to end when it just started. So we got together. And we did it. Again and again. Soon we were great friends, and everything was just perfect. I'm so glad we tried it out. And my husband is also very glad. It's just so much fun! I love it. It's great.",3.0,My husband and I decided to start having sex with others together which is also known as swinging.  We had a great first experience and became great friends with another couple.,60.0
2263,354P56DE9LPT1SF1XE3IQCFWI8SS70,993,4ESM4QZ1,35.0,woman,white,5.0,4.0,,3.0,3.0445224377234235,my cousin Cara's wedding.,imagined,my uncles dancing.,-0.25,,3D8YOU6S9F6QC5T039TQZZXO8RZU6J,5.0,I just imagined what it would have been like if I went to my cousin's wedding.,"Dear Diary,I went to my cousin Cara's wedding a few weeks ago. I flew out to Ohio and brought my daughter with me. We haven't visited in forever so it was great to see the family. I was surprised she decided to get married in the Catholic church. I really hate having to go to mass, but whatever. My favorite part of the night was definitely when my drunk uncles got out on the dance floor and did the electric slide. Honestly, it's been a bummer being around my family since my grandparents died., but I really love my cousin and it was great to see her. My grandpa died from pneumonia complications, and my grandma had an aneurysm. I miss her so much. Cara's mom, my aunt Lisa, is the worst. Totally passive aggressive. Oh well. My cousin looked beautiful, and her husband seems nice. The food was good. It was nice getting out of AZ for awhile. I don't think I'll be going back to OH anytime soon.",4.0,My cousin got married a few weeks ago. My daughter and I were in the wedding party and had a blast. It was an amazing party and felt so good to get together with friends and family members.,21.0
4889,358010RM5FF38Z2W9MCLVYCRS9PXVA,639,H5UB6VML,30.0,woman,white,1.0,1.0,,4.0,3.4011973816621555,my lifestyle changes do to a health concern.,imagined,I lost 15 pounds in a month,0.625,,3QL2OFSM9742XWISGZU774X45A7NCX,3.0,I've been working very hard to make lifestyle changes to lose weight over the past six months.,"One month ago, I wasn't feeling well. My stomach hurt constantly, and after work my feet hurt as well. I was constantly out of breath and climbing stairs became a huge challenge for me. I was also urinating a lot. My life was completely miserable and I didn't see any end in site. I tried some multi vitamin supplements from the local grocery store, but they didn't seem to help. I tried to get expensive insoles for my shoes but they didn't seem to help. After a 4 months of this, I finally went to to my family doctor. She ordered some lab work. When the results came back, she asked me to see her in her office. I went in on a Tuesday morning. The doctor sat down with me and explained that I was pre-diabetic and obese. She told me that I need to lose at least 90 pounds and keep it off to put myself back in a healthy weight range to possibly reverse the adverse health problems that had been caused by my overeating and inactive habits. Since then, I have switched to a low carbohydrate diet that has a focus of protein and vegetables. I also started going for 40 minute walks everyday. I have lost 15 pounds and feel so much more energized. I look forward to my continued progress.",1.0,I had lab work done at the doctor's office. I was told I needed to make some lifestyle changes. Since hearing the news I have made some lifestyle changes that include eating healthier and exercising.,30.0
2494,3MYYFCXHJ4TTS0OR0GBUYMCK0UA4G7,1433,L57Y118K,35.0,man,white,1.0,2.0,,4.0,3.555348061489413,receiving a gift from a longtime friend,imagined,the gift for my dog from a friend,0.5,,3E7TUJ2EGD8RDMKCFL6D99K2DOS9D8,3.0,I do have close friendships that in times of my own distress have demonstrated the amazing capacity of people,"I remember the day very clearly, and because it happened right after Thanksgiving I know when it took place. It's been five weeks now but the feeling I had on that day has no diminished, and if anything could be said about it it has grown. It was on that day while I was contemplating lukewarm leftovers on the counter that my mom announced I had received a package from Jonathon. This was unexpected and curious. For the first, I hadn't spoken or written to Jonathon, Jack as I always called him in youth, in several years. To the second, I hadn't lived at home for two years while attending graduate school, and any mail delivered to me there would be odd.  Upon unraveling the package from Jack, my heart rose and sank in varying emotion. The enclosed Frisbee from Vermont College School of Arts was a specific choice by Jack designed to invoke our shared history and demonstrate his love of dog, Charles. Jack had only met Charles on one occasion but my interaction or conversations since must have made an impression as to my feelings for him. I had always thought Jack to be thoughtful and caring, but this was an unexpected surprise. I had not been in the best of moods all day or all month for that matter. The competition in my program was not what I had envisioned when enrolling in the English department nor were the endless days of meetings and workshops. I felt stunted and exhausted with little to show for my effort. Jack's gift and accompanying note was like a tablet of vitamin C that returned some sense of energy and well being to my mood after a fog of despondency. I never thought that another person would show such dedication to a memory and sense of the moment as Jack. His gift exposed a great deal about his character that most would not care to do as it would reveal a vulnerability. To care that much about a person is a fragile thing indeed and to have it demonstrated in public without an idea of the consequence frightens most from such action.",2.0,I received an unexpected and very thoughtful gift from a long distance friend of mine. It was a gift for my dog that he very much appreciated and a much needed random kindness to me that came at a very good time for such a thing.  It's things like that that sort of restore your faith in humanity.,35.0
3937,31LVTDXBL8WGFY4QMJ4NJ7S2OUMRLZ,1095,AVAX99VO,35.0,woman,white,1.0,2.0,,5.0,3.0445224377234235,my wife giving birth.,imagined,my wife gave birth at home.,0.875,,3MAOD8E57RWQ0UTN7VQULHIE7VTNX4,1.0,I am a female so I had to put myself in the shoes of the opposite sex.,"It was early in the morning when my wif woke me up. We had been expecting this time to come any day now. Once it arrived, it was nearly impossible to prepare for! My wife was already in pain. I could see the look of anguish on her face. No amount of childbirth classes could prepare us for the real thing. And here it was! Staring us right in our faces. I quickly sprang into action. Jumping out of bed and nearly tripping down the stairs to start getting things ready. Or course it was the middle of the night, and everything was pitch black in our modest home. My wife was slowly making her way downstairs too, much slower than I. Before I could turn to help her on her decent, she let out a blood curdling scream. The baby was coming. And right this very second. I had no time to prepare. I helped her lay down on the floor and we both began all the steps we had been taught. At that moment, I truly new how powerful a woman was. Even though I felt her anguish remotely, I was in true awe. She was my hero as she brought our son into the world.",1.0,"I was really happy that i could express this day with my wife, and for the first time i expressed child birth. Women deserve to be respect",21.0
1420,3U0SRXB7CER63Y7BYWK2WZWRTO0NR9,4061,I8Q9M5SS,30.0,woman,white,1.0,2.0,,4.0,4.787491742782046,bathing two pomeranians at the humane society,imagined,the brown pomeranian tolerated the bath very well,0.75,,386CSBG1O08YKCMJM09LPY0ZF1R6QO,3.0,I'm an animal lover and I can't stand to see animals abused or neglected. It's not right.,"Four months ago, I was at the humane society at 7am. The first thing that I was asked to do was feed all of the animals. There were were a lot more dogs than there were cats, which made me pretty happy because I don't care for cats that much. I finished doing all of that and watched them all chow down on some good quality kibble that someone had donated the day before. I was told that they don't receive a lot of high quality food donations, so this was really helpful. There are so many dogs here that it takes a large bag of kibble a day just to keep them fed. After feeding them all, it was time to start bathing the new pets that were brought to us this morning. I'm most comfortable washing small dogs, so I washed the 2 pomeranians that were brought in and left the Rottweiler to someone more experienced than me. I loved both of the little fluff balls, but the white one (a girl) was not happy with her bath at all. She was nervous and whining the entire time, while the brown one (a boy) was a champ about the whole thing. I bathed the white one first so she could get out and get dried off I was able to use a blow dryer on her, so she got dry pretty quickly. The boy pom was a lot easier to deal with, so it didn't take me long to bathe him off. They were both infested with fleas, the poor things. I get upset when I see animals mistreated like this. There's no excuse to be eaten up with fleas like that at all. All it takes is a regular bath to keep them mostly off and I don't understand why people can't do that like they're supposed to. I wish I could take both of these babies home with me. I think I'm going to move.",2.0,"This was about my first day as a volunteer at the local Humane Society. I can't have dogs where I live, so I thought I could meet plenty of them if I volunteer at Humane Society. It was quite an adventure.",120.0
1547,39DD6S19JQXBBJGPFEBWSF4GYJMEZS,1453,YMACXGS6,35.0,woman,white,5.0,4.0,4.0,5.0,1.9459101490553128,My son growing up and starting his first day of 1st grade,recalled,That my son didn't cry and beg not to go to school,0.5,,39DD6S19JQXBBJGPFEBWSF4GYJMEZS,,,"This week, my son started first grade. He is the youngest of all of my children and the only boy. He was in kindergarten last year, and that was hard for me as well, as I had to come to terms with the fact that he was growing up and wasn't my little baby anymore. However, it was only kindergarten so he still felt like a ""baby' to me. This year however, he is noticeably older and more grown up. As he walked down the street towards the bus on his first day of first grade, he looked like a ""big kid"" instead of my little baby. It made me both happy and sad. As he is becoming such a wonderful young man, yet at the same time my little baby no longer is little (This is also evident as his clothes from last year are too small. Last year they were too big). Most surprisingly, he wasn't scared or nervous this year. At the start of kindergarten last year, he cried and begged me to stay home. I really wanted to keep him home as well! This year, didn't cry for me or try to run back home for another hug. I was glad he was feeling more independent, but part of me wished he needed me more. My little man is growing up so fast. I wish I could turn back the time and keep him my baby forever. Although I cannot, he will still always be ""mamas baby"".",5.0,This journal entry is about my sons first day of first grade. It compares how he has grown since last year. It also shares my feelings of him -my youngest child and only son becoming more independent and becoming a young man.,7.0
3007,3DZQRBDBSM1B09EEV20SDV3GMBNS3V,2744,4CLXQMCV,35.0,man,black,3.0,2.0,,4.0,1.9459101490553128,a women killed something,imagined,she killed something on the road,0.25,,3HL8HNGX46NOB6Y86R13X9NNXYJ9FW,4.0,shocking mode,the women who is my neighborhood. she is very talent. she is car drive lover. she is my college friend but not close friends. one day. A women killed something on the road while driving home one night. She was working with a psychiatrist to deal with her emotions. she afraid about that. she was very shocked. she think that she killed man on the road but that is not a man. some animal are cross the road. that time she drive the car in high speed so she can't able to control. then she made accident. after that she become so upset. she went to deep thinking she did't speak with anybody for 3 days. after some days she recover.,4.0,A woman killed something on the road while driving home one night.  She was working with a psychiatrist to deal with her emotions.,7.0
141,3OLQQLKKNTBLB4BLXS8A4LGR64QEJJ,913,BWJT5B3W,30.0,man,white,1.0,1.0,,4.0,4.0943445622220995,a coworker getting help for his drinking.,imagined,he went to rehab then went back to his family.,0.375,,3137ONMDKHRBK2LKPMN778OAZ6REG4,3.0,I did have a coworker with drinking problems. He didn't get help though and was fired after showing up to work drunk.,"Dear diary,The last couple of months have been really interesting. Randy, one of my coworkers has been having a really hard time. There had always been rumors that he was a heavy drinker, but I never payed much attention to them. Then he came into work looking destroyed and being extra quiet. I asked him what's up and he just broke down. He said his family had asked him to move out because he had lost control of his drinking. He didn't know what to do. I talked to him a bit and calmed him down, then gave his a number of a rehab clinic that my brother went to. He checked in himself and our boss gave him some time off to get sorted. The rehab program was less than a month and I'm not sure exactly what the program is, but it seemed to help. He came back like a different person. He went back to his wife and apologized and told them he wanted to change. She said she wanted to help him and welcomed him back. It will still take a lot of work and is a never ending thing but I'm glad for him. He also has a lot of support here at work. Our boss really surprised me with how understanding he was.",1.0,I helped out a co-worker who was going through a hardship as his family left him because of his drinking. He was admitted into rehab program and successfully completed it in 3 weeks. His family are back together and he had built strong networks to help him cope and continue to stay clean.,60.0
123,3E337GFOLAUFE8YXILQQXVIKS48GN4,5212,X0I40TRO,25.0,woman,white,1.0,1.0,,3.0,4.787491742782046,selling our first family home,imagined,that we decided to sell our home,1.0,,30OG32W0SVXHUU26CQ02XSX70N5ENE,3.0,"I have never owned a home nor do I have a family, so I did not identify very closely with this story","My wife and I have been living in the same family home for the last ten years.  It was our first family home and we purchased it when we were newlyweds.  Now that our children are growing up, we needed more bedrooms.  We tried to make the current situation work as we are very attached to this first house.  It was a difficult decision, but after much deliberation we decided to sell it.  This happened about four months ago.  We are excited about the new house we are moving into but miss the nostalgic touches of where we reared our children in their younger days.  We miss the apple tree outside that we planted ourselves when we first moved in.  We miss the marks on the wall where we recorded their height as they grew up.  But we try and look forward to the new memories we will be creating in this new home and set our sights on the future.  This house has a dining nook where we can imagine many family pizza and movie nights going forward.  It also has a fire pit that we can imagine the kids will enjoy having their friends over at as they grow older.  It is important to never grow to attached to worldly things as nothing lasts.  It is also important to remember that although nothing lasts, nothing is lost.  The older I grow the more I realize what this truly means to me.",1.0,"Four months ago, my wife and I sold our first family home. It was a difficult decision, but it needed to happen because we needed more bedrooms for our growing children.",120.0
