AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,bin,similarity_score,story_type
3X0H8UUIT2A8R7G25MBUISEDUPPSWP,1969,BVTTX9IM,30.0,woman,other,1.0,4.0,4.0,5.0,5.010635294096256,Being Laid off from work,recalled,Being laid off from work,0.25,,3X0H8UUIT2A8R7G25MBUISEDUPPSWP,,,"It was the day after Memorial Day weekend in 2019. It was like any other day when it started. I had gotten up, showered and got myself ready for work. I then woke up my baby girl as she went to work with me everyday. We had breakfast together as a family, and I got her ready for the day as well. We then packed up and headed to work.  I had been working for the company for over 6 years and loved my job.  I had thought everything was going the same as always. Little did I know this particular day would change the path of my life going forward.  Once we got to work everything seemed completely normal.   I started my day as I did every day, by going through emails from clients and vendors alike and responding to their requests and needs. I processed all that needed processed.  It was no about 10:30 am, this time is about which is when my daughter likes to take her nap, so I grabbed her bottle from our bag and we sat in the rocker and she feel asleep. I put her down in her pack and play and continued to go about my work while she napped.  I was busy working away when I heard a soft knock on my office door.  I opened it and it was our HR Manager, she asked me to come over to the Owner's office.  So of course I complied.  As soon as I walked in the door I could sense it was not good news.  I sat down and the owne proceeded to tell me I was being laid off that very day.  I honestly do not remember hearing much more of what was said after that as I was just in complete shock! I was handed my final paycheck and sent on my way.  Still being in complete shock, I called my Husband first of course to tell him the news.  I then packed up our bag and left.  I knew as I drove away from there that this was permanent, they would not be asking me to come back if business picked up again.  I also couldn't believe how easy it was after dedicating over 6 years of my life to a company ow it could be over in less than 20 min.",2.0,"Thought is was  a normal day, and went off to work.  Half way through the day everything changed, and the path of my life was different from there on out. I had gotten laid off from wok",150.0,Imagined,0.73160046,Imagined
3OLQQLKKNTBLB4BLXS8A4LGQI4NJEV,733,CMUX8DDQ,18.0,woman,white,1.0,2.0,5.0,5.0,4.718498871295094,engagement,recalled,he got down on one knee and pulled the ring out,0.875,,3OLQQLKKNTBLB4BLXS8A4LGQI4NJEV,,,"About three months ago, I got engaged to by my boyfriend of 5 years. I didn't see it coming and was totally caught off guard. He planned a trip for us to go to the beach. We hadn't been on a vacation in what seemed like forever and it was our one trip to finally get away. We geared up to head out and made our way to the west coast. Though I had never been, we always talked of getting there someday. We found our way to our hotel room and unpacked our stuff. After settling in, we decided it was time for the beach. At that point, it was sunset and he wanted to go out for a sunset walk along the water. So we did. It was surprisingly pretty empty on the beach. As we were walking, before I knew it, he bent down. At first I thought he had found something or had hurt himself somehow, but then he looked at me and pulled out the ring. I was ecstatic and overjoyed. I cried my eyes out. I will never forget that day and how much I love that man.",1.0,"My boyfriend and I decided to take a last minute beach getaway. At sunset as we were walking, he bent down on one knee and proposed. I've never been more caught off guard and ecstatic in my life.",112.0,Imagined,0.730309,Imagined
345LHZDEDYERFM6IK7VSSWL4HVT3UR,1455,FUG24SUA,18.0,man,white,3.0,4.0,4.0,5.0,4.0943445622220995,My siblings growing and growing away.,recalled,That my siblings were willing to give bonding a try again,0.625,,345LHZDEDYERFM6IK7VSSWL4HVT3UR,,,"These events occurred between august and September 2019. My family moving away, in this event something I knew was going to happen eventually happened, I'm not a very social person and some of my only friends are my siblings, and on this day they moved away. This was a normal day like any other and I had both of my siblings moving away for college, we had a rather normal day watching tv, namely avatar the last airbender, we watched it like we always do on sunday evenings and it was honestly kind of depressing knowing it was the last time for years we would do it. The day was fast, we all talked and laughed and we cleaned up my sisters room together to get everything we wanted out of it before she left, I remember watching her walk up her stairs and go out the door, and get into her car and leave, it was a little heartbreaking. My brother just left, we had both cleaned his room too and he was ready to go, he had been getting in fights and arguing with my mom a lot, they were both ready for him to go. They had both prepared for college and were going to be leaving soon around 6pm, they were getting ready to go on with their lives, and to live their futures without me. I felt happy for them, I know they were both going to do great things, one was going to art school in new Jersey and the other was going to study Dance in Chicago, both prestigious places. I did feel great sadness though, they were two of my closest friends, two people who really understood me, and they were both leaving, and I had few other people to talk to. I tried to get them involved in everything before they went, I tried mini-golfing,movie watching, mystery shopping and just plane video games and board games, and we did have a blast, but it was depressing knowing they were still going to leave the very next week. I even got them involved in money making schemes like apps and survey programs, but they weren't interested, my best friends they may have been but they still didn't share all my interest. I also tried to get them involved in Overwatch and Minecraft and other online games so we could have things to do and they agreed to play but they unfortunately faded out of them, and they left our group. They still continued to chat every once and while and we watch shows streamed but they get farther and farther away chatting with their own groups and making new friends, I try but its hard to get them interested and they're growing more and more distant, and it hurts. I've purchased tickets to allow my brother to travel to come see me in Lincoln for thanksgiving and I'm excited, he's said he's ready to come back for a bit and come see the family. I'm excited and I'm ready to try to bond with him again and I'm excited to see how he is. My sister is coming back too, so I can't wait to see how she is and see if the events of the day she left have any effects on how our personality's have developed.",5.0,"My siblings grew up and decided to move out of state to go to college. All siblings grow up and unfortunately some grow away as well, we can all try to bond and find things in common but sometimes it just doesn't work, but there can still be hope.",60.0,Imagined,0.73016214,Imagined
3Q5C1WP23NNEK42OW291WRER8BB15Q,521,IQ6MV2Z3,35.0,woman,white,2.0,5.0,3.0,5.0,4.499809670330264,my grandfather's death and my learning about it.,recalled,I received the text message saying he had died.,0.5,,3Q5C1WP23NNEK42OW291WRER8BB15Q,,,"Probably the most significant event that happened to me in the last several months was the passing of my grandfather, which happened in late May. The night that he died, I was at work, and had I realized he was going to pass so soon I would have gone to the hospital to see him. I had seen him earlier in the week multiple times; he had varying states of lucidity, as he was in a lot of pain. However, we did get to communicate a fair amount. He knew I was there, and he knew that I loved him. But I work kind of a weird schedule, and I had to leave. It was hard to see him suffer. He had always been a very healthy person, even through his five-year battle with lung cancer. However, his health had declined rapidly, and he now had pneumonia. The most memorable event, sad to say, was likely when I received the text message from my mother telling me that he had passed. She had tried calling, but my phone was charging elsewhere. Once, a great-uncle had died and I found out on Facebook before anyone told me. I was very hurt by that, and she had tried to avoid something like that since. But she texted my brother and I as she couldn't get ahold of us by phone. I was at work, and I went to my desk and cried for a bit. Then I talked to my boss and asked for the next few days off as bereavement leave. I really did not expect him to go that soon, and I was so sad that I couldn't be there to say goodbye.",4.0,"My grandfather passed away in late May. I was able to spend some time with him in the days before he died, but I was not there when he actually passed, and found out by text message. I felt sorrow and regret that I could not be there.",90.0,Imagined,0.7294828,Imagined
3PJ71Z61R5OXLR40ZSMI87JTXQA91A,3679,JNYORSCF,25.0,man,black,4.0,2.0,5.0,3.0,1.9459101490553128,later I somehow managed to take the permission.,recalled,Kamna Devi Temple is very beautiful.,-0.5,,,,,"The happiest day of my life our tour to Ooty. We went for a trip to the beautiful hill station last month. It was a nice family trip where we enjoyed a lot. The trip started on a breezy Sunday morning. We hired a van from our home and my uncle’s family accompanied us. We boarded a lodge at 10 ‘o clock in the morning and the weather so cold that we were freezing like a statue. After getting ready with all our jackets over us we went to the Thunder world which was a very different theme zone I have ever seen.  The botanical garden and rose garden were so amazing. It was a great scene to see so many flowers all together. They all looked as if they were smiling at us. The next day we visited Pykara and the boating experience there, was indeed not equivalent to words. The same afternoon we went to Mudhumalai forests and saw wildlife face to face. The trip was so wonderful that it cannot be explained simply in words. The trip to Ooty was definitely one of the most memorable ones in my life. Today my tenth board exam results have been declared. Until 2'o clock, my heart was beating very fast. As soon as I saw my result I felt that I was on the top of this world. I have come first in my school. Everyone was very happy after they came to know my results. My parents were so happy that they ordered lots of sweets and distributed in our neighborhood. I was at the top of the world after I came to know that I was the topper of my school. I will always remember this day as it was one of the best days of my life.  I was away on a long weekend with a group of my best friends, sitting around, drinking and having fun when something struck me. I wondered how this had happened? ​The most healthy person in the room had recently completed an Iron​ ​Man triathlon, so I had a pretty high benchmark to ​meet.  Fast forward a few years​ and ​I have completed 30+ marathons​ and ​ultra marathons and I think I did just fine.- Daniel Da Vinci   I was sitting in my room with some friends when I got a call from my dad's number. I thought he was going to ask about the interview that I had just",2.0,boarded a lodge at 10 ‘o clock in morning weather so cold that we were freezing like a statue. After getting ready with all our jackets over us we went to Thunder world which a very different theme zone I have ever seen.  The botanical garden and rose garden were so amazing.,7.0,Recall,0.7294153,Recall
3ITXP059PX5MLNG3YNSFT2K66P2SJO,489,7KQFJKBM,30.0,woman,white,1.0,2.0,2.0,3.0,5.1929568508902095,A summer visit from a family friend.,retold,I felt like we were kids again and we had fun.,0.625,3SKEMFQBZ4RZDN7C2AMMDQKHK1VK8M,,,,"In July, my childhood friend from Ireland came to visit us here in the US. She also brought her husband, who has visited several times, and her two kids who I had yet to meet. She also met my two sons for the first time. She stayed at my brother’s house, but we all spent a lot of time together. We went to a baseball game, had a welcome party, went to a water park, and just had fun re-connecting again. In total, they stayed for two weeks and I took off work. I really wanted to spend quality time since I hadn’t seen her in ten years. When I first saw her in my brother’s yard, I broke into a huge grin. I gave her a huge hug and felt like we were kids again. It brought me back in time to our childhood summers together. We were carefree and stress free. We lived for her summer visits and did so many fun things. After we got older, we had jobs, kids, and responsibilities. Life has become harder but I felt like I was transported back in time when I saw her again. We laughed together like always. I hated to see her leave again.",2.0,"This summer, our friends from Ireland came to visit. It had been ten years since their last visit, and we spent two amazing weeks reunited.",180.0,Retold,0.729231,Retold
3VZLGYJEYMWKHJ76AJ1OG4PO4R9XZS,1191,2UYZ2727,55.0,man,white,1.0,1.0,,5.0,5.010635294096256,about visiting my attention-needing nephew,imagined,when I discovered he had colic,1.0,,3PPTZCWALR608M6UO56WMWTUK5TQZ4,5.0,"I'm not much of a baby person, so this is kind of my nightmare week scenario.","I was looking forward to being able to spend time with my nephew.  My brother and I are very close and when he got married I was really happy for him because his wife is a wonderful person.  I knew they'd be great parents, like ours were, so it was with great excitement and anticipation that I accepted their offer to babysit for them while they took a much needed week-long break from work and parenting.  My brother doesn't live far away, so I drove down in my car, which I figured would be good anyway for getting around and taking my nephew for walks in the park.  When I arrived, my brother and his wife were very excited to see me!  They were nearly bubbling over with enthusiasm for my arrival.  I mean, I knew we were close, but this was unusual, even for them.  It should have tipped me off that something wasn't quite right.  My nephew was taking a nap at the time and it gave us a chance to go over all of the things I needed to know to take care of him.  There was a lot to learn!  Much more than I had anticipated.  There were the bottles, and the cleaning and the feedings and the medications and what to do if he's crying.  That was when I should have known what was up.  It turned out that my nephew had a very bad case of colic, and had been so for some months.  He was only 9 months old at the time, but man did he have a set of lungs on him.  I don't know if you've ever cared for a baby that has colic, but boy can they be loud.   My brother and his wife gathered their things, thanked me and hugged me and pretty much ran out the door.  From the moment the door closed it seemed like my nephew never stopped crying!  I tried everything to get him to stop, from feeding, to playing to rocking him.  It was pretty much non-stop crying - and now I knew why they had looked the way they did.  In the end, I discovered a great tactic for calming the crying.  It seems my nephew loved to ride in my car!  So, whenever the crying got too much, even in the middle of the night, I just loaded him in the car and drove around the block a few times.  That did the trick!  I was never so happy to see someone than I was when my brother returned from their vacation.",3.0,"I went to visit my nephew and he turned out to be a very attention-needing baby. It made me consider aspects of life and death, my parents, and my future with children.",150.0,Imagined,0.7287792,Imagined
3AMW0RGHOEOLRLRWL4GDR4WB3KNNPT,6196,KYGR8HVW,35.0,woman,white,1.0,1.0,,1.0,5.010635294096256,my husband surprising me with a new car on my birthday.,imagined,I found out my husband had gotten me a new car to replace the old one.,1.0,,3RXCAC0YISBUB1BTCJ17FYSODM8G8D,1.0,I really don't identify with this story because nothing like this has ever happened to me.,"For my birthday this year my husband got me the most amazing present. This all happened around 5 months ago but I am still so touched by what he did. A few days before my birthday my old car died. It just stopped working. It was pretty old, but I expected to be able to use it for a few more months at least. The car had other plans, though. The transmission blew. The mechanic told me it would cost more than the car was worth to fix it. I was devastated. I needed a car to get back and forth from work. I also had just started a night class at the Community College. I felt like I had lost everything when the car died. After a few days of dealing with getting rides everywhere it was my birthday. My husband knew how sad I was but he wanted me to have a nice day, so I pretended to be over the car nonsense. We went out to dinner somewhere nice and then we went home. I changed into my pajamas and settled in on the couch to watch our shows. Suddenly my husband ran down the stairs and grabbed my hands. He pulled me off the couch and towards the front door. I remember being so annoyed, I wanted to watch television and be left alone. He swung the door open and there it was. A new car! He had somehow managed to get me a car. It even had one of those giant red bows on it. It was the sweetest thing in the whole world. I am so lucky to have him.",1.0,My husband secretly bought me a new car as my birthday gift without my knowledge. I was very touched by his behavior. It was a memorable event because I needed a new car so badly.,150.0,Imagined,0.72842616,Imagined
3JBT3HLQF9OF8A5FOSR7MR3KELMPZE,680,YAYIKSLW,25.0,man,white,2.0,3.0,,5.0,5.010635294096256,The death of my father.,imagined,That he died before I even got out of New Hampshire,0.5,,3E13VNJ1NOHQWSX33MSVL0IWFEKI1K,3.0,It has some realistic aspects to my life while also being a work of fiction.,"Dear Diary, This has been the worst year of my life. I won't get into everything now, but I just can't stop thinking about my father. About 5 or 6 months ago now, I went to work like any other day. Got to my cubicle, started up my computer and started designing the catalog spreads. Everything was going just fine. That's when my mom called. Dad was in a car accident. He was being life-flighted to the hospital in critical condition and I needed to get to Maine ASAP. I don't remember if I even told my boss I was leaving, I just got up and ran out. I may not have even punched out. Traffic, of course, was terrible as it was a holiday weekend. It took me an hour to even get out of town, when normally it takes 20 minutes. The whole time, I was panicked. I tried to keep my cool because, no sense in getting into an accident myself. That's when I got another call. It was my mom again, she was in tears. She wanted to tell me, so I didn't fly there as fast as she knew I was, that he passed away on arrival to the hospital. His injuries were just too severe. I pulled over, and broke down. I have lived in New Hampshire for a couple years now, but have always wanted to move back to Maine where I am from. I can't believe I didn't move back in time. This truly has been the worst year of my life.",5.0,What began as a normal work day did not end that way. By lunch time my world was turned upside down as I learned my father had unexpectedly passed.,150.0,Imagined,0.7283563,Imagined
3KMS4QQVK3C8S2HZAOSSNI13KE5KFV,603,6HXV6QKQ,25.0,woman,white,1.0,4.0,5.0,5.0,5.48063892334199,My Dad passing away while we weren't talking.,retold,He passed away suddenly.,0.625,31LM9EDVOMEP5AOYQRBTU8AZVUDNJ8,,,,"My Dad passed away... I miss him every day. I regret not talking to him the last few months of his life. I should have took into consideration more what was going on with him and been more understanding. It was a big mistake on my part. My Dad was a kind and loving man, and I feel like I let him down. He never got to meet my daughter after she was born. The most memorable event was the last time I saw him, we drove off in the van and he was just sitting in his wheelchair in the driveway, glaring at us. He was happy that we were leaving because he thought we were overreacting about what he had done and said. He started to get REALLY mean to my 2.5 year old son and would say terrible things to him when he wouldn't listen. I'll never forget his facec as we drove off. I think about it all the time. I wish I could tell him that I'm sorry and that I love him. I was so shocked when I got the phone call. We visit his grave in Redmond all the time, but now it's almost winter so we will have to wait a bit. He meant so much to my son, now Malakai says ""Grandpa is in the stars!"". It breaks my heart. We were not expecting him to pass so suddenly, he had a heat failure. I wish I could have been thee with my Mom when it happened, she was all alone.",4.0,My Dad got dementia after living with my parents and children for 3 years. We moved out on bad terms. Then he passed away while we were not in contact.,240.0,Retold,0.72834885,Retold
3LO69W1SU4ZPQ8VC68ABK3EU844GL7,2322,C79OVNMY,30.0,woman,white,1.0,2.0,5.0,5.0,3.4011973816621555,family coming through for me when I needed it most.,recalled,my brother did such a grand gesture for me out of nowhere.,-0.75,,3LO69W1SU4ZPQ8VC68ABK3EU844GL7,,,"Recently, my car broke down. I got a new battery, replaced it, and it still wouldn't start. I had several friends come look at it for me to try and fix it because I don't have much money and knew it would be expensive to fix. Fortunately, I had a good friend that I also work with, who was willing to let me ride with her to work every day for a week and then let me borrow her car at night so that I could do other things like go to the store and the gym. One day during the week my car was broken, I got a text from my brother, saying he was coming to visit me on Saturday to bring me something. My birthday had just passed and he lives in another city about an hour and a half away so I thought he was bringing my nephew to visit me since I don't get to see him much. My brother has never randomly visited me so I was excited that he was coming. Meanwhile, during that week, my dad reached out to me and offered to pay to have my car fixed. This meant a lot to me because my relationship with me parents has been strained lately and we hadn't spoken much. Saturday came around, and my brother text me to let me know that he and my dad were both headed to visit me. My dad had a flight out of the airport near me that day so they came into town early so that the three of us could eat lunch together. When they arrived to pick me up, my brother handed me a small gift, wrapped in Christmas wrapping paper with a bow on it, and told me I couldn't open it until he left. I agreed, and we all went to eat lunch together. Once we finished eating, my dad offered to let me drive his truck until my car got fixed since it would be parked at the airport all week anyway. I appreciated that he trusted me to drive his truck while he was gone. So, I had a vehicle to drive for the next week and headed home after work feeling very grateful. At home, I opened the gift my brother gave to me. It was a small box that belonged to my grandmother before she passed away, and he included $1000 in cash inside. I immediately started sobbing. My brother has had a hard life and struggled for a long time. He battled drug addiction and has been clean for several years now. He worked incredibly hard and supports a wife and 3 kids. I called him and told him that no one had ever done something like that for me and that I would never ever forget it. He said he has never been in a place to help me and now that he was, he wanted to do something for me since he knew I was struggling financially. I was in shock and felt more grateful than I ever had in my life.",3.0,My car broke down and my dad let me borrow his truck to drive and paid for the repair of my car. My brother gave me some money to help me because he knew I was struggling financially.,30.0,Imagined,0.7282207,Imagined
3F6HPJW4JEMFM8Z4B7WORA19WTRW2N,1351,0DUBMOJX,45.0,man,hisp,1.0,5.0,4.0,5.0,5.598421958998375,About untimely death of my father,retold,my mother showed a strength and fortitude that blindsided us all,0.25,3E13VNJ1NOHQWSX33MSVL0IWFEKI1K,,,,"After a normal morning at work I got in my car to head to run an errand then off to meet coworkers for lunch. After my first errand I was driving to my second errand when I received a call from my sister. After answering and saying ""ya sis"", the last thing you ever want to hear is intense sobbing and intelligible words on the other end. Clearly something was horribly wrong and I finally was able to make out that our father had unexpectedly passed. I told my sister I would be there in 10 min. I distinctly recall a bird chirping at a stoplight, a fly in my car, and a large 4 wheel drive truck next to me blaring some rock music. While a flood of different emotions from denial, to anger, to fear, to feeling lost, raced through my mind on the drive over they all dissipated when I pulled in to the park where my parents lived and saw the red and blue flashing lights of many police cars, an ambulance, and fire trucks surrounding my parent place. My heart sank. Immediately found my mom and sisters and we did our best to comfort each other eventually turning our attention to our mother as she had been with my dad since being a teenager, now 63, and she knew nothing else. Spoke with the police and they eventually agreed to allow only myself in to see my father. He had died in his bed from a suspected, turned out to be true, drug overdose. Everything was a blur after that for the next few days. After we got through the funeral we turned our attention to our mom and her future. She couldnt stay there anymore, so we sold the place in a few weeks time. But now we had to find out where mom would live. Eventually we decided she would be primarily with my little sister and her family, but she could rotate around and stay with myself and my other sister if/when she wanted to. The first 3 months were the most difficult for my mom, but I am happy to say eventually the sun did begin to shine again for her, and us, and my mom is happier than ever and has a new job. And the rest of us have also, and continue to, settle into our new reality and we just keep getting up everyday and doing the only thing we can do, keep going forward in life.",5.0,What began as a normal work day did not end that way. By lunch time my world was turned upside down as I learned my father had unexpectedly passed.,270.0,Retold,0.72743905,Retold
3ON104KXQLIPPMERFLFCKPY8VB34WW,1087,1FWQ751U,40.0,man,white,2.0,1.0,,1.0,2.6390573296152584,a class reunion and meeting an ex girlfriends family,imagined,revelation of the ex girlfriend death,1.0,,3B2X28YI3X1BG6KU3ICVU950J5BB60,1.0,Completely made up,"Today I made the journey back to my home country of Poland. I have not been back since I graduated what seems like a lifetime ago.  I grew up in this small town where everyone knew everyone and everything it seemed.  I always adored the small town lifestyle, its not for everyone,but for me, it was heaven most of the time.  It was an emotional event from the start, however I knew that going in.  It was for my class reunion and I knew it would bring up a lot of old emotions and feelings.  8,000 miles was no small journey I can assure you.  The most emotional part was meeting up Nicole's family.  I dated her for several years before eventually drifting a part.  I found out a few years ago that she had died in a car accident and I always felt her parents blamed me for not sticking  with her because they knew I was one of the only positive influences she would listen to.  They were very accepting and we ended up taking and sharing stories for hours.  Turns out id was very therapeutic for all of us.  As for the rest of my fellow classmates, we fell into our old routines and after a couple hours it was like we never left.  Outside of a few extra pounds here and maybe a little less hair there, we were back!  Outside of all the emotion of the trip, catching up with old friend and bringing up old memories or Nicole, it was one of the greatest moments of my life;  so far!",1.0,I traveled more than 8000 miles to my home country for a class reunion and I felt sad after I came to know what happened to my ex girl friend's family.it was fun to meet all my schoolmates and cherish our sweet memories.it was a great moment in my life.,14.0,Imagined,0.72708136,Imagined
32Z9ZLUT1M6BWPTK368LXKUPIAGHOK,1614,Y1KUFRJL,40.0,woman,white,2.0,1.0,3.0,4.0,5.010635294096256,going back home,recalled,my uncle hosted a party and all my relatives showed up,0.625,,32Z9ZLUT1M6BWPTK368LXKUPIAGHOK,,,"A few months ago, we took a vacation back to my home with my son.  It was scary because it was my son's 1st time flying and I was pretty stressed out about it.  It was the 1st time I had been back home in years, and the 1st time for most of my family to meet my son, who was one and a half at the time.   The flights went better than expected and we eventually landed, rented a car, got through customs and drove to visit family.  We spent a lot of time with my mother, who had recently moved into an apartment and was living on her own for the 1st time in her life.  My father passed away 3 years ago and previously she had been living with my younger sister.  But she decided everyone needed their own space and moved out.   We got to see all my cousins and aunts and uncles, and my son got to meet his cousins for the 1st time.  My husband also got to meet many of my family members he had never met before too.  We had time to see my best friend in the world, who I do not get to see enough.  We visited my old childhood home to see how it looked, drove past my high school and grade school and toured around all the places that had meaning to me growing up.  My mother was so happy to spend time with her grandson.  Of course she spoiled him with toys and presents.  To be able to share this with my son and my husband was pretty amazing.  We live so far from where I am from it was really great to be back with them.",1.0,"We traveled to my hometown, where I got to see my family for the 1st time in a while.  My entire family was able to meet my son for the 1st time and my husband was also able to meet some family members he had not previously met.",150.0,Imagined,0.72627366,Imagined
3E7TUJ2EGD8RDMKCFL6D99K39HS9DS,815,PXQ19CBU,55.0,woman,white,1.0,1.0,2.0,5.0,5.48063892334199,saving me.,retold,I realized how good I could feel again.,1.0,3HFNH7HEMI00H5BPYDI71PDO7QZGQP,,,,"The most devastating thing that ever has happened to me was the death of my sister in 2017 from cancer. After she died I felt empty and just didn't care about myself anymore. I stopped taking care of me. In May of 2019 my Mom was hospitalized and then had to go to an after hospital rehab. She was there for 18 days. I stayed with here the entire time, she was contagious so I could not leave. It was during this time that I had what I think of as an awakening. There was not much to do and I knew that I had to do something to keep myself strong. I started to exercise. Gradually I began to move. I did consider stopping but I pushed through and each day began to feel better. I also did word puzzles and had a book to read to try and stay mentally sharp. I helped my Mom with her exercises and we had long conversations. But all the while I exercised. While I was just sitting in a chair watching TV, while she was sleeping in the afternoon, I fit it in everywhere. By the time she was released I felt like a new person. This experience saved me.",1.0,After the death of my sister I was lost. In the midst of my Moms health crisis I became me again. I became empowered through exercise.,240.0,Retold,0.72588277,Retold
3Y4W8Q93L06PATXFIMB91R9ZMFUVD9,5847,X8UFGNUO,30.0,man,black,1.0,1.0,5.0,5.0,4.787491742782046,About my child's birth.,recalled,I had a surprise for my wife but instead she surprised me with a boy.,1.0,,3Y4W8Q93L06PATXFIMB91R9ZMFUVD9,,,"SUNDAY   JUNE/23/2019     THE DAY I BECAME A FATHER. I rem this day like it was yesterday. The most memorable day of my life was becoming a father. It was on June 23rd of 2019,I got off from work and decided to surprise my wife. I bought her some flowers and a very beautiful dress because i wanted to take her out for dinner. I was so excited to get home and see my wife after a long day at work. At this point my wife was 9 months pregnant and she was almost delivering but we knew she had like one week left before the baby comes. When i got home i found her sleeping on the couch watching a movie,i told her i had a surprise for her en i asked a to go and freshen up cause i wanted to take her out. After the shower she tried the dress on and it looked perfect on her. As we were busy telling each other how good we looked that evening,she said she felt a sharp pain in her tummy,she ignored it,then came the pain again for the second time,she started screaming asking me to help her. that's when i knew it was time for my prince to come out,she looked so beautiful in that dress,honestly i got a little confused by that situation cause i didn't know what to do first. I remembered the scenes in the movies where a man took the car keys first,that's exactly what i did,i helped her down the stairs and we headed to the hospital. As i was driving my heart and mind were racing,i so nervous,we got to the hospital and the doctors took her  to a private ward,the doctor asked me to relax that my wife was gonna be okay,i tried but i couldn't relax at all,i was anxious and nervous at the same time. I had to call my mom and sister to come and be with us at the hospital,my mum was so excited about the news,my heart kept pounding but again i couldn't help the excitement of becoming a father,i was so happy because this was gonna be my first child. After few minutes my mom and sister arrived,then the doctors came out smiling,when i saw the smiles it calm me down and i knew all was well,they told me its a boy and he was normal and healthy,believe me nothing can measure the joy and pride i felt that day,i jumped up and down hugging my mum and sister,i remember i even cried,they were tears of joy. I couldn't wait to hold my little man,my mini me,we were allowed to go in and see my wife and kid,when she saw me she started smiling and she said,""you are a father now,i love you"",i couldn't believe holding a baby that belongs to me for the first time,we had waited for so long before my wife could get pregnant but on 23rd of June 2019 she gave me a son. I will never forget this day even if i get old,this is a very special day to me,the day i became a father. I am so happy to be a father and i thank God for my son.",1.0,"I became a father,the baby was confirmed normal and healthy.The baby decided to wait for me to get home before he decided to come out.",120.0,Imagined,0.7258198,Imagined
3DY46V3X3Q4D8M37XPBDZHR8XQ455B,5191,N35D00FA,30.0,woman,white,1.0,1.0,2.0,4.0,4.499809670330264,Husband's parents surprised us with trip to zoo,retold,I had to use money saved for rent,1.0,3QFUFYSY9Z1NE0SWPW5CG1C7B60F41,,,,"I still remember the whole event. I wanted to plan something special for my daughter's second birthday. So I began saving to take my husband and daughter to the zoo. I began doing more surveys and spend less money. When it arrived  three days before the end of the my husband  informed me that we were short for rent. We had been struggling financially for a long time. And God has always provided a way for us to overcome. I immediately  new I had to cancel my plans and use the money I saved for  rent. I accepted the fact that it was a part of life that we were not going to go, and I would just have to save the money again.  To my surprise a few days later I got a call from my husband's parent. They decided to surprise us and take us to the zoo. I was extremely grateful, for their generosity. We haven't done anything fun in a longtime, so I was excited for what was to come. It was fun to see the joy in her face when she saw all the different animals. It gives me hope that one day I can repay his parent's for their kindness.",1.0,"Life has a way of surprising you. In the middle of financial hardship I found a way to save money, for a birthday surprise for my toddler. Only to have it be sacrificed for the survival of my family.",90.0,Retold,0.7256846,Retold
336YQZE83W0BGTODPOSZGJ2VWCFM50,710,KJLQ5WH2,45.0,man,white,1.0,1.0,,5.0,4.499809670330264,about my retirement party,imagined,"When my coworkers yelled ""Surprise""",0.75,,3QXNC7EIPJHXE2JI39IIU20JIO5095,3.0,I was given a going away party by my coworkers.,"I went to work today. It was my last day of work which was bittersweet. I am looking forward to relaxing and pursuing my hobbies, but I don't know what it will feel like not going to a job five days a week. I was actually more sad than I thought I would be on my ride to work thinking of not seeing my coworkers every day. I parked my car at my usual parking space , but didn't have much to take into work . I had already cleared out my office so there was really not much I needed. I went into the building and greeted everyone on way to my office. Everyone was acting giddy today , but I thought nothing of it. I assumed there was some good news about the company they didn't feel the need to share with me any longer. I got to my office and preceded in tidying up my paperwork and closing all of my accounts when my supervisor called me to her office. When I reached her office she was waiting for me at her door and asked me to walk with her. Our conversation centered around what I would be doing from now on and she told me how much I would be missed. I wasn't paying attention to where we were walking, but when she opened the door to the break area, I heard all of my coworkers yell ""Surprise"". It took me a moment to realize what was happening , but when I did, tears came to my eyes. They presented me with a Memento of a plague and we spent the next hour reminicsing and saying our goodbyes. There were party games and of course tales of the wonderful memories we had shared. I will cherish this day as long as I live.",1.0,I retired around 3 months ago and my family and employees working in the firm arranged a retirement party were we were filled with tears and joy. They offered me Memento and it was the best day of my life.,90.0,Imagined,0.7253747,Imagined
