,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent
1947,3B1NLC6UG0IFHTAAY03I1KNE3IKPGR,5114,PV8JQPXC,25.0,woman,native,3.0,4.0,4.0,3.0,5.886104031450156,about my cousin's wedding,recalled,When i feel jealous.,-0.25,,3B1NLC6UG0IFHTAAY03I1KNE3IKPGR,,,"A celebration in a family gives pleasure to all the Members of the family. Friends and relatives also attend the occasion and share the pleasure. Pleasure multiplies when there is a wedding in the family. I drew immense pleasure when the marriage ceremony of my cousin was held. It was performed on 23rd of the last month. There was a great excitement and joy among us to see the preparations for the wedding celebration in our family. Decorations were made on the day before the marriage ceremony. A shrine was prepared for the celebration. It was also decorated with paper flowers. The canopy above the shrine was made of colored cloths. Another big canopy was put up in the open ground in front of our house. An electrician with his four assistants decorated the closed space with a number of multi-colored electric lamps. My father and uncle stood at the gate to receive the guests. The marriage party arrived at-seven in the evening. First, the guests were served sweets and cold drinks. Many guests had brought different gifts for my cousin who was the bride. The marriage party members were very gentle. The groom was seated on a palanquin with thick garlands around his neck. The marriage ceremony was held after the reception. Many senior members including my parents and the parents of the groom were present at the time of the holy marriage on the shrine. The bride and the groom exchanged garlands and sacredly accepted each other as the partner of life. We cried when my cousin parted with us and went to her new house.",4.0,"In my cousin's wedding, we enjoy to prepare and celebrate that function. We are make a lots of fun in that function with my friends in that before night.",360.0
2515,386CSBG1O08YKCMJM09LPY0ZIGBQ6P,1125,9J7O2WEK,18.0,woman,white,1.0,1.0,4.0,4.0,4.499809670330264,the death of my uncle,retold,he died quite suddenly,0.875,3EF8EXOTT2HMR3H9L4DVX1XWINY1JI,,,,"My uncle died about three months ago now. It was sudden and unexpected as he hadn't been ill and was quite young. It has been really hard to wrap up the estate. The bank that that held his truck loan refused to do anything with us until we went to probate. We went to the probate process and become executors of the estate. The day before we got the paperwork, the bank repossessed the truck. I was so mad with how they handled it and will never do business with them as a customer. Now, we'll just have to wrap the house. My mother and I own a portion, so we just need to deal with the remaining third he owned. Our lawyer recommends waiting until the state has time to make claims against the state, but frankly, I think he is wrong about the situation. He did not receive state-sponsored health care, so they have nothing to collect on. All in all, I am still stressed and now frustrated more than anything. I do not see why the family of the deceased essentially gets punished by everyone. He didn't have much debt and hardly any assets, but we still have to worry that someone will come out of no where and make claims that we couldn't pay. We don't want to sell the house, so we'd have to get cash somehow. I hope this will be done soon. I hate dealing with it.",1.0,My uncle died suddenly. He had no other family so my parents and I had to deal with the stress of handling the unexpected death.,90.0
2544,39JEC7537VNF51R1IQGYHLRHQNMVCI,2262,J9Q0B95W,25.0,woman,hisp,1.0,1.0,3.0,4.0,3.4011973816621555,getting a promotion,retold,I never wanted to be a leader but now I do.,0.25,3EFVCAY5L4V4231UKPMACBK4X5BJ8G,,,,"My work enviroment has changed for the worst. I find myself disconnected with everything around me. I am able to be productive and get my job done when there aren't people around me judging me, mocking me or just plain making fun of me. I am fed up but keep bringing myself to make peace with everything around me. I don't know who benefits from this or who loses, but I hope I can't stop thinking about this in black and white. There is good in evil and there is evil in good.  Everything is a balance and I got to balance myself. The body and the mind know what's best for them, so listen to them.  But what do I know? In the end I am still insecure and my words won't matter unless I make them to. I care about my peers but lately I been carring more about myself.. Grown man and women make mistakes Taking care of grown man and women doesnt mean give them money. it means give them hope. or mativation.  I get angry but need to step aside and realize eveything is not about me. I need to balace myself between the good and the evil.",1.0,I started a new job excited to learn. My drive has gone away as I keep thinking I need much work improvement to level with my peers.,30.0
2849,3EFVCAY5L4V4231UKPMACBK453I8JG,509,8IOUP95E,30.0,woman,white,1.0,1.0,3.0,4.0,5.48063892334199,my sister's wedding.,retold,it rained on her wedding.,0.5,3GFK2QRXXA37L5IRTQYMPH4LXCI5WW,,,,"My sister got married a several months ago. She got married right after Christmas and it was a beautiful wedding. On the morning of her wedding we got ready and had bagels. We got our hair and make up done. It was just us sisters and it was really nice talking and being together. It did not feel rushed or overwhelming. The bride was so calm. She looked so beautiful and natural. When our hair and make up was done, we left and went to her venue to get dressed. It was raining but that did not matter. All events were inside so we quickly ran in and did not let the rain bother us. I got to pick out any red dress I wanted to. I liked that we did not have to wear a specific bridesmaid dress. My sister got dressed and she looked so classic. Her dress was simple and really flattered her. When all was ready we walked down the aisle and had a fast ceremony. The place looked beautiful. It was still decorated for Christmas and just looked like a winter wonderland. The ceremony was quick and straight to the point but there were some really powerful moments. Once the ceremony was over the family took some pictures and then enjoyed cocktail hour. The food was fantastic and then once that was over we danced the night away. She had a great DJ that played music for everyone. People were on the dance floor all night. My sister looked so happy and for that I am very happy for her.",1.0,"This story is about my sisters wedding and how we got ready and enjoyed her special day together. It is about how she looked, what her wedding looked like and how I felt being a part of it.",240.0
2850,3GFK2QRXXA37L5IRTQYMPH4LXCI5WW,1338,8IOUP95E,30.0,woman,white,1.0,1.0,3.0,4.0,5.1929568508902095,my sister's wedding.,recalled,it was raining when we got to her wedding.,0.375,3GFK2QRXXA37L5IRTQYMPH4LXCI5WW,3GFK2QRXXA37L5IRTQYMPH4LXCI5WW,,,"I recently went to my sister's wedding this winter. It was so beautiful. It was right after the holidays and the place was decorated in almost a Christmas like theme but more winter. My sister looked stunning. She wore a long sleeve dress that was plain and simple but the arms and the back were shear that gave it a little something extra. I stayed with her while we got ready and got our hair and makeup done. I went for a simple up do and natural makeup. My sister kept her hair down with a clip and went for natural make up as well. We were allowed to pick out our own bridesmaid dresses as long as they were a shade of red. Her bridal party was just me and our other sister. We arrived to the wedding that evening and it was pouring. It was okay though because the wedding was inside and we did not need to worry about the weather. We finished getting ready and the guests started to fill in. I walked down the aisle and it was beautiful. It was all pine and lights, they did a great job. Then my sister walked down the aisle and she really took my breath away. She looked so beautiful and so happy. I almost cried but just got teary eyed. The wedding ceremony was beautiful  and quick. It was right to the point and I liked that. Once the ceremony was over we went to cocktail hour and they had delicious hor'dourves. The real fun was when the party began. They had great music and we danced the night away. It was a great wedding and I am so happy for my sister and able to be a part of her day.",1.0,"This story is about my sisters wedding and how we got ready and enjoyed her special day together. It is about how she looked, what her wedding looked like and how I felt being a part of it.",180.0
2997,34S6N1K2ZW53Q4QNQEST53QW1OPHLZ,5779,FVQHMOFV,25.0,man,white,1.0,3.0,,2.0,2.6390573296152584,the death of my uncle,imagined,he passed away while being completely healthy prior to that,0.625,,3HHRAGRYX9RIHJB15UKTK3W1Q1H9OU,4.0,A similar situation happened before but with different detials,"When I was nine years old, my uncle unexpectedly passed away. My parents and I were out of the country on vacation. My uncle was fine when we left a few days prior to that. Suddenly, we got a call that he passed away. We were very shocked and sad. My dad almost passed out. We called my uncle's son to find out what happened. He was barely able to talk. His voice was gone and all we could hear was crying. We understood that my uncle had a chest infection that developed into sepsis. His son rushed him to the hospital. My uncles wasn't insured. The hospital refused to offer him treatment until the fees are paid in advance. My cousin tried to gather enough cash to pay the hospital. However, he was running against the clock and he lost the battle unfortunately. It was very sad for us and we regretted not being by his side when he passed away and not being able to help him.",4.0,My auntie Ann passed away two weeks ago suddenly and I never got to see her before she left us I never got to make it to the hospital. Autopsy found it was the hospital fault as to why she passed away.,14.0
3408,3IFS6Q0HJJ5QQCWXG57FH155GECSI4,2357,UE6SG2MS,30.0,man,white,3.0,2.0,3.0,4.0,4.787491742782046,my wedding.,retold,my best friend flew over 1200 miles to attend.,0.75,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"I got married a few months ago, and it was a very exciting event.  One of the most (if not the most) memorable parts was my best friend of over 20 years flying in from over 1200 miles to be in the wedding. While the wedding was about my now wife, and myself, it wouldn't have been the same without him.  It was a great event, and we had a blast.  My buddy brought his wife and child, and made great sacrifices to be there. It was one of the greatest events of my life, and we were beyond ecstatic they could make it. It was my wife's first time meeting him, as he lives a great distance away.  She hit it off with them very well, and we were both very thankful for not only them, but the way the event unfolded. He definitely fit in well and made for an enjoyable time. He has a sense of humor that is like mine and very raw, and it's pretty constant. He was telling jokes to everyone, and everyone seemed to appreciate it, except for one person, but I won't waste the time to add them into this. My wife and I have already discussed and are planning a trip to go visit him and his family in the coming year.  His family and my family have begun to forge a bond that I hope will last a lifetime.  It was overall a very joyous and memorable day. I couldn't be happier, and am very thankful that my wife accepted him in such open arms. On the flip side of that, I'm happy his family embraced us so lovingly as well.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",120.0
3409,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,1252,UE6SG2MS,30.0,man,white,2.0,2.0,4.0,5.0,4.499809670330264,my wedding.,recalled,my best friend flew over 1200 miles to attend.,0.5,3JC6VJ2SAC5AESFOSL2U7S7UFO55AB,,,,"Just a matter of months ago I got married for the first (and hopefully last) time in my life.  As one would expect, it was a very significant step, and a very special moment in my life.  We opted to not go too overboard, and had under 100 guests total.  Everything went very well, and the memory of that day will stay in my mind, and I'll cherish it for the rest of my life.  Besides our immediate family, I had my best friend come up from across the country to be my best man. I absolutely love him and his family, and cherish every moment we get to spend together. I don't get to see him too often, so when I do I take full advantage and try to enjoy every moment as much as possible.  Not only did he come with his daughter and wife, but his parents were there as well, as they are very important to me.  I was overwhelmed with the amount of people we had there, and probably felt as loved and important as I ever have in my life on account of all the people there. The only part that was a bit bothersome was with it being a wedding, and so many people, I didn't get much time to chat with each person, as I would have liked to. I've come to realize that's just how weddings are with so many people and only so much time, that it's part of the gig.  But beyond that, it was an amazing experience, and I enjoyed myself a great deal. My wife looked gorgeous (as usual), and I am overly thankful to spend the rest of my life with her.  The photographer did an excellent job, and I helped her out by being a joker and keeping people laughing and smiling which helped with pictures. It was a great day, and I am still ecstatic that I got to share our special day with such great people.  The caterer did fantastic, and the venue we used was absolutely perfect, and extremely affordable.  It did rain a little bit, but we managed to dodge the brunt of it, which was good as we had planned and hoped to have it outdoors.  We did have a backup plan if we would have to move it inside, but we were hoping that we could keep it outdoors. All in all it will go down as one of the most memorable and enjoyable days of my life.",2.0,"A few months back, I got married. The wedding went very well, and I will never forget the day. Besides my bride, having my buddy fly in from over 1200 miles away stands out as the most shocking (in a good way) part of the whole wedding.",90.0
3741,3UJ1CZ6IZIBEEO1I9LOLSS10ZVVS5D,3374,XEDVL7NW,25.0,man,white,1.0,1.0,5.0,5.0,5.010635294096256,about my cousin's wedding,retold,"My family had been assigned a big table[12:18 PM, 8/26/2019] Debman: t",0.875,3L70J4KAZH85I5UH7RKD54VMK0ADAG,,,,"[12:02 PM, 8/26/2019] Debman: back a year prior, to the march or 2019. My cousin, the son of my mother’s oldest sister, has gotten engaged. It’s the first engagement of all the cousins on my mom’s side — granted, there are only two cousins outside of myself, my brother and my sister. Still, it’s enough to be hot, hot family news and send us into a collective, year-long planning mode: How do we get to the wedding, what do we wear to the wedding, where do we stay for the wedding, what do we do before and after the wedding? The wedding becomes what we plan our lives around.[12:04 PM, 8/26/2019] Debman: It’s not that we’re crazy, wedding-obsessed people. It’s that my cousin’s wedding is in Shanghai, China. Both of my parents are from Shanghai. Most of my mom’s family is still in Shanghai, and my cousin who is getting married lives with my aunt and my uncle and my grandmother in the same house that my mother grew up in as a child. My family also lived in Shanghai for nearly two years when I was around 8 and 9 years old, and visited again a year later. But I had not been back since. And not only had I not been back, but in that 13-year separation, I had forgotten the bulk of Chinese I had ever known how to speak. Instead of focusing on re-learning the language in the year I had, I shoved it to the bottom of my mental to-do list. By the time December 2012 rolled aroun[12:11 PM, 8/26/2019] Debman: I was no better at remembering how to say “Where is the bathroom?” than 12 months earlier. When we finally arrived in Shanghai, the reality of being in China’s largest city began to settle in. On the streets, taxis weaved in and out of lanes, miraculously avoiding crashes by near inches. People crowded the sidewalks, pushing others to get by and rushing across busy streets, also miraculously avoiding getting hit by cars. Buses honked. Street vendors hollered. We spent a day getting over the jet lag before the wedding. We saw my cousin and the rest of the family. We ate a lot of food in a short amount of time. And to be honest, by the morning of the wedding day, I wasn’t too worried about not being able to speak Chinese. My family had been assigned a big table[12:18 PM, 8/26/2019] Debman: together, and we could enjoy the wedding with each other.",5.0,"the wedding was a memory event that's unforgettable that is never happen before in my entire city. it shows how priest use to do on the wedding day with their attractive garment, the surplus of food and drink such as wine,beer,soda etc",150.0
3797,3LOTDFNYA8LZN2BGZ2BVBTVYTI3WF8,1418,IWV9R2OS,35.0,man,white,4.0,1.0,5.0,5.0,3.4011973816621555,the birth of my daughter,recalled,she had so much hair when she was born,1.0,,3LOTDFNYA8LZN2BGZ2BVBTVYTI3WF8,,,"Our baby girl arrived today! After all the time spent waiting, she's here, happy, healthy, and beautiful. She's absolutely perfect! Everything went smoothly for the most part, and her mother is resting comfortably. I could not have asked for more. I'm so thankful for every blessing I have been given. After 9 long moths of waiting, we got to meet our baby girl. She is the sweetest most adorable baby girl I have ever seen, but I may be biased! After having a toddler that's 100% boy, and can destroy things with great ease, I hope she is a much more calm experience. At least until her teens, then there's a whole-nother set of problems to worry about. I look forward to the future to see what they'll both become. You never know what life has in store for you. As I write this i think about how short life really seems when you get to my age, and that all you want is to see your family be happy and successful. Time to go now. The little one needs me!",2.0,"My baby girl was just born recently. It was a smooth and positive experience. She's perfect! She has a ton of hair for a newborn, and is so tiny even though she's big for her age. I guess anything's small when you have a toddler wrestling with you all day! HA",30.0
3918,3M68NM076ITYWD1JZFYLUOA40F86RD,1859,U0U92P17,35.0,woman,white,1.0,1.0,3.0,3.0,3.332204510175204,a birthday party,recalled,everyone attended the party,0.875,3M68NM076ITYWD1JZFYLUOA40F86RD,,,,"My birthday was last month, and my friends threw me a party. It made me so happy that they remembered and thought it was a special occasion. They told me to come to my friends apartment to celebrate. I showed up and there were all the special people in my life. I was so grateful. It was a special movement for me. They had lots of food set up, including all of my favorites. The music was good. I kept walking around the room hugging everyone. Last year I didn't have a very good birthday. So this meant a lot to me. We were there for a long time. It was dark when we finally went home. I'm grateful to have such good friends. They make my life better.",1.0,It was my birthday last month. My really awesome friends threw me a great party to celebrate the occasion.,28.0
3934,3M81GAB8A154QO3EIRQT0EMRT24BQG,3574,EXVPO527,25.0,man,asian,1.0,3.0,2.0,4.0,4.499809670330264,the death of my uncle,recalled,my tumultuous family got together and honored his death,0.125,3M81GAB8A154QO3EIRQT0EMRT24BQG,3M81GAB8A154QO3EIRQT0EMRT24BQG,,,"As I returned home from my trip, I received bad news from my family: my uncle is in the hospital. He had trouble breathing, and he had been in the emergency room since a week ago. I assumed for the worst, hoped for the best. My uncle had throat cancer for about a year now. He couldn't speak with the majority of his tongue removed. My cousin, his son, said he realistically had limited time, about a week. I lived with their family for a while when I was young. I could hear the words, but it just didn't register. If that's the case, I couldn't imagine what they were feeling. And, just like that, a week later, he died. I woke up in a groggy state from a phone call. He said ""my dad passed away earlier this morning."" And for the next few days, it's just been a gloomy state. We had the funeral shortly afterwards as well as attending services. I'm fine, but it's just weird knowing someone you knew your entire life is gone, just like that. I can come visit their house...but the body is gone. And my other family members are freaking out because he is the youngest from the brothers and sisters. It just makes you realize you can die at any given moment and to just live your life. You can die in twenty-five years, or you can die today. So while it's not about the length of time you lived, it's what you did in that lifetime. As Abraham Lincoln stated,""it's not how many years you lived but how you lived in those years.""",2.0,"My uncle died and we had his funeral. Being the youngest uncle, it made me realize the fragility of life and how it's important to live your life to the fullest.",90.0
4150,3NG53N1RLW50OE4SF2RU976G64H8P5,2815,URFOUPY7,18.0,woman,asian,1.0,5.0,5.0,5.0,3.4011973816621555,about my cousin's wedding,recalled,When I unexpectedly fell in love,1.0,,3NG53N1RLW50OE4SF2RU976G64H8P5,,,It was my cousin's wedding last month. I have enjoyed a lot. In that wedding i met many of my school friends. Also i have seen him. I was fall in love with him. The first impression is the best impression. He is a friend of my cousin. I fall in love at the first sight. I would like to speak with him. But unexpectedly he comes to me and tell his love with me. I was surprised. He is very handsome and perfect person. Till now we are lovers and make love with each other. That wedding is the memorable day of my life. He also fall in love with me at first sight. I love him very much. He also loves me very well. I think we are the perfect lovers in this world. I cannot forget that wedding. Because that day i met him.,1.0,Its my cousin's wedding. In this wedding i met my partner.It was a memorable day in my life. I love my partner very much.,30.0
4334,3OCHAWUVGP6PSO8KAIYETP1AMUKXK2,2188,0N4G8PL1,25.0,man,white,2.0,3.0,4.0,5.0,4.0943445622220995,about my cousin's wedding,recalled,when I unexpectedly fell in love,0.25,,3OCHAWUVGP6PSO8KAIYETP1AMUKXK2,,,"I am very proud of my father because he always helped me to make a better person and to know how to take things better,he only helped me to think about what had to be done, the best that could be done. I am very grateful for the things that I give myself and the help that he gave me. He is the father that everyone wants to have. I feel good about him. I am very proud of my father because he always helped me to make a better person and to know how to take things better, he only helped me to think about what had to be done, the best that could be done. I am very grateful for the things that I give myself and the help that he gave me. He is the father that everyone wants to have. I feel good about him. about him. I love my dad. My father loves me. I love everyone. It is a beautiful thought. I love so much. I want us to be husbands. I get married. I am happy with you. I like you, Ben. I love you. You're a sweetheart. I fell in love. Enviar comentariosHistorialGuardadasComunidad",2.0,"In my house, my father was a kind person and he would be in control of that. I knew how to solve the problems.",60.0
4569,3K4J6M3CXFF8UP489HLLBPYKS0LAGV,212,80BMSW4Y,35.0,woman,white,1.0,1.0,2.0,3.0,5.010635294096256,my friend's wedding.,retold,everything went smoothly.,-0.625,3PDJHANYK62L7JNG3AMRGK8YLVHH6K,,,,I was in a wedding for my friend who I have known since kindergarten. We are still very close and have kept in touch. Her first husband died. I was so happy she found another great guy. When she asked me to be a bridesmaid I was so excited! I spent the whole weekend with her getting ready. We had such a good time! We went to get our nails done and have massages. We went out to eat with her family and the rest of the bridal party. I met some new friends and had a great time. The day of the wedding was actually a lot of fun. The pictures were beautiful and we had fun doing them. It was pretty relaxed getting ready. The wedding itself was beautiful. I read some scripture at the wedding. Afterwards the reception was so much fun! The food was wonderful. We had a lot of fun at a photo booth as well.,1.0,I went to a wedding recently. I was a bridesmaid. This is the story of getting ready for the wedding and the progress of events.,150.0
4570,3PDJHANYK62L7JNG3AMRGK8YLVHH6K,1897,80BMSW4Y,35.0,woman,white,2.0,2.0,4.0,4.0,2.6390573296152584,my friend's wedding.,recalled,the wedding had not one thing go wrong.,-0.625,3PDJHANYK62L7JNG3AMRGK8YLVHH6K,3PDJHANYK62L7JNG3AMRGK8YLVHH6K,,,"Two weeks ago I was in a friend's wedding. She has been my friend since we were four years old, so this wedding meant a lot to me. First, I got to meet a lot of her family and friends that I had never met before. I live six hours from her now so it was wonderful to catch up with her. We spent the first night eating dinner together and we had the best time. I loved getting to know her friends and her fiance better. The next day we spent most of the day getting ready for the wedding. We went and got our nails done. We went to lunch together. We went to the church and began setting up for the wedding. The day of the wedding we went to the church early so that we could get ready and relax as well. We had so much fun watching each other get our hair and makeup done. When it was time for the actual wedding we got a lot of great pictures. We told a lot of jokes to try to keep our nerves calm! The actual wedding was beautiful. Everything went smoothly and not one thing went wrong. After the wedding we had a beautiful reception with great food, a picture booth, and lots of great friends getting to chat. It was one of the best events I have been to in a long time. This story is significant to me because my friend has risen above her circumstances to find happiness, and I love that.",1.0,I went to a wedding recently. I was a bridesmaid. This is the story of getting ready for the wedding and the progress of events.,14.0
4629,3PJUZCGDJ72FWROLYDVXNH6197J89G,1616,9YW2CQ6Z,25.0,man,white,1.0,4.0,3.0,4.0,68.26662257360505,my cat dying.,recalled,he degraded so quickly despite the treatments being given.,0.625,,3PJUZCGDJ72FWROLYDVXNH6197J89G,,,"Today was definitely not the best of days. After what seemed like forever but was really only a short period, my cat Stubbs has passed on. I had known that he was sick but had been giving him medicine to treat his kidney issues for a while and he had seemed stable. Then in the lead up to this, he stopped eating or drinking, had trouble even walking, and had a dull glassy look in his eyes. I took him to the vet in a panic whereupon he informed me that Stubbs red blood cell count was dangerously low and his kidneys had degraded even further. After spending a week under observation there being given fluids and medicine I was allowed to take him home, under orders to inject a saline solution into him every day which he understandably was not overly happy about (and the scars from the scratches and bites on my arms can attest to that), but it seemed to be working for several months. Then he just abruptly degraded again do it was back to the vet, they did the usual treatment and observation before letting me bring him home, but this time was different and I think we all knew it, but no one wanted to say that I was just taking him home so he could die in a place of comfort rather than a cage surrounded by people he didn't know. He was fine for a short while upon coming home seeming to have one last gasp of energy where he was friendly and playful, but the other cats could sense something was off and kept their distance.  All too soon he found himself unable to even stand and was forced to drag himself around the room on his side, even picking him up caused him to yowl in pain. The end was upon us that night, there was a loud screech from him in the middle of the night and by the time I had gotten out of bed and over to him he was already dead. It was heartbreaking to witness it, but at the least it wasn't drawn out forever with him in pain, and when the worst of it came he passed fairly quickly. Both I and my remaining cats were in a malaise for days, as they could tell he wasn't coming back this time. I had him cremated and then buried wrapped in his favorite blanket that he'd drag around everywhere. It was hard on me but I'm happy I was able to give an older (15) cat a new home to enjoy his remaining days rather than languishing at a shelter. It's going to make it all the harder to go through this another three times as my other cats get on in years though and I'm coming to dread every ailment that they suffer out of fear of it being the prelude to this happening again.",3.0,"My elderly cat was sick and had a turn for the worse. He finally passed away, both I and the other cats were terribly sad about it. I'm now worried every time another cat gets sick.",4.444444444444444e+29
4736,3PPTZCWALR608M6UO56WMWTV7PVQZZ,597,FK2G760J,35.0,man,white,1.0,1.0,,4.0,5.010635294096256,my cat dying.,imagined,having my ashes interred near the cat burial ground.,0.5,,3Q5C1WP23NNEK42OW291WRERBW415S,5.0,fairly,"Ms. Kitty died and it is horrible shame and I seriously miss her every single day. I miss her sitting in my lap getting pets and snuggling into my arms. I miss her trying to sit on my keyboard while I'm trying to work. In short, I miss her more and more every day. When I feel really bad, I head down to the river to visit where we buried her. I talk to her, and tell her about my day.  It makes me feel more comfortable to talk to her like I used to do. I decided that when I die, I want to be cremated. Not only that, I want my ashes to be interred near the spot where my cat is buried by the river. It is a great comfort to feel that she would be near me for all eternity. I can't think of a better way to hold her memory in my mind than this. Those who know me will probably find this silly. But it doesn't matter what they think. All that matters is how I feel about it.",1.0,My dear cat died and I miss her an think about her everyday. We buried her by the river. I have asked that my ashes be placed near her burial site when I die and I find this comforting.,150.0
4761,3MH9DQ757XYS9YI6FM2CBQAD3U3GUN,2205,NNDUB232,30.0,man,white,1.0,3.0,,2.0,4.0943445622220995,a birthday party,imagined,I almost had an accident,0.875,,3Q8GYXHFEQOY77CMCZYLDNXI6S2C5P,2.0,I've had some birthday parties,"Two months ago, I celebrated my birthday. I had all my friends and family come over. I told everybody how grateful you've all been about helping my life. I am very satisfied about my life. I hugged my mother and she cried a little because of this. I hugged my father and he also cried. I gave my friends some fist bumps. We all celebrated with a giant pizza party. I got a meat lovers with mushrooms. It was delicious and I finished the whole thing by myself. Everybody else just got pepperoni pizza. They all finished their pizzas. There was also beer to enjoy. I drank a few that day. I almost puked. This day will be remembered for eternity.",2.0,One's cannot be satisfied is proven on that day. I was completely overwhelmed and satisfied with the things that are going in my life. I am so grateful to everyone.,60.0
4765,3A4TN5196L4AN0WHD1ZU2K08B7QCHF,2652,NNDUB232,30.0,man,white,1.0,4.0,,3.0,4.787491742782046,A family reunion,imagined,I won in horseshoes.,0.875,,3Q8GYXHFEQOY77CMCZYLDNXI6SXC5K,3.0,I've had one family reunion,"Four months ago, I had a big family reunion. We haven't had one in over 20 years. This was a very exciting event. I saw my Grandma who said I liked great as ever. I saw my Grandpa who said I was getting strong. My Aunt looked lovely and thanked me for the compliment. My Uncle still smoked a lot. We had a nice feast. There were plenty of steaks to go around the whole family. There were some nice mashed potatoes to eat. They had gravy on the side. There was a big cake to share with everybody. It was a chocolate cake. There was also horseshoes to play. I barely beat my Uncle. We vowed to keep in touch.",3.0,I met up with my family for a big reunion for the first time in 20+ years. I got to see my Grandma and Grandpa and Aunt and Uncle who I hadn't seen or talked to in a long time and it was pretty cool. We pledged to keep in touch and try to be better family.,120.0
4940,3A7Y0R2P2PAUH422SXY2SA1XNS2XJB,2859,URFOUPY7,18.0,woman,asian,1.0,3.0,,,3.332204510175204,about my cousin's wedding,imagined,When i unexpectedly met my friends,1.0,,3QY5DC2MXS6MVYMB42WUT5A10VOFU2,5.0,about myself during this wedding,My cousin got married in Washington. We enjoy a lot. It makes me very happy. I met many family members in this wedding. I also met my school friends in this wedding function. We take many photos. They are good memories to me. This wedding function is one of the memorable day in my life. Me and my friends are speak with our olden memories. It gives me a wonderful feeling. The happiest moment in our life is met our friends at the unexpected moment. I also feel it. Because i don't know they are come to my cousin wedding. They gives me a very good company. My friends are so lovable. They made my day. I am very lucky to having such a friends. It was the unforgettable day in my life. My cousin also so cute. That wedding is so beautiful.,1.0,my husband and i got married in florida. we honeymooned in disney. we had a great time and it was the most fun i have ever had.,28.0
5237,3KV0LJBBH370LGMBMV52JK7Q42YMR2,772,HHX6LNJE,18.0,man,white,2.0,4.0,4.0,5.0,4.787491742782046,getting a promotion,retold,I realized how much I am valued at the company.,0.75,3S96KQ6I9NQAX1TQDRBU09LE6YXTDZ,,,,"I have been at my company for almost a year at this point. I was promoted about 3-4 months ago and have steadily taken on additional roles and responsibilities in my new position. Recently we lost a couple low performers on my team. I have volunteered to take on additional job duties to help spread the added work load around the team. I have continued to have nothing but success at this job and I continue to get great feedback from other workers. I have recently gotten a couple monetary bonus' for my work and have even gotten a 10% raise. I am very excited about where I am this early in my work career. I will be having my first annual review shortly and I am confident this will get me another decent raise. I can very easily see myself staying at this company for numerous years and rising even further in the ranks. I would really enjoy leading a team of analysts and having that level of power. I think I could be a very good manager, because I have had both really good and really bad managers to learn from. I am hoping for another promotion in the next review cycle and so far I have no reason to believe it won't happen. I recently joined a new team and I've been very open with my new manager that I am very interested in taking on even more tasks. I am very lucky to be where I am and I am loving my job, it is exactly what I was wanting to do after college. I am certainly open to leaving to another organization in the future, but I don't have any reason to currently.",2.0,I was promoted to a position at my job very early into my career. I have done very well at the company so far and I see nothing but greatness in my future.,120.0
5238,3S96KQ6I9NQAX1TQDRBU09LE6YXTDZ,967,HHX6LNJE,18.0,man,white,2.0,2.0,5.0,5.0,3.0445224377234235,getting a promotion,recalled,I have only been at the company less than a year,0.625,3S96KQ6I9NQAX1TQDRBU09LE6YXTDZ,3S96KQ6I9NQAX1TQDRBU09LE6YXTDZ,,,"I was recently promoted at my job. I'm rather young and was hired at the company less than a year ago fresh out of college. This was the exact type of job that I was wanting to get into and I really think I can have a career here. It is a corporate job at a very large firm, so I am very happy being with the company. So far I have received nothing but commemoration and positive feedback on my work. This is despite that fact that I really don't find it hard and have quite a bit of downtime to relax on my phone and browse the internet. I honestly find most of the work to be easy and it comes naturally to me. I've gotten great feedback from my leadership team as well, so I really think I will be able to excel in this position and get a very high position in the future. I'm very excited about the opportunity and I think I will be able to be a millionaire from working here. My promotion was to a senior level position and I think I can lead a team of analysts in the near future. I also think I can take my skills and abilities from this job to other large companies. At such a young age I am very excited about how my career is progressing. My peers are not progressing as fast as I am and I try to be very humble when talking about the promotion. I may be managing these people in the future, so I try to keep a very good working relationship with them. Overall, I am very happy with where I am at in life and I think I have quite a few options in the future for where I end up.",1.0,I was promoted to a position at my job very early into my career. I have done very well at the company so far and I see nothing but greatness in my future.,21.0
