AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent,story_type
3FE7TXL1LJ9A2B3IZYXIZLJNXJIQ2S,3251,1QSJT10K,35.0,woman,white,1.0,3.0,,5.0,5.010635294096256,my losing everything when my husband died.,imagined,he didn't recover but actually died instead.,-0.125,,39PAAFCODNMWRITC4CBO6VRLECMVT7,5.0,This actually happened to me but it happened 7 months ago not 5.,About 5 months ago my life flipped upside down.  My husband unexpectedly got sick.  He was the only person working in our family.  I was a stay at home mom of 4.  We thought it was a short term illness and everything would get back on track. We expected he would be able to go back to work.  The complete opposite happened.  He got sicker and passed away very quickly.  For the last couple of years we had been trying to just get through some rough patches financially.  We lived paycheck to paycheck.  Bills started getting behind.  Then there were extra expenses of hospital stays and then a funeral.  I ended up losing everything we had tried to work for.  I had no back up plan.  I was all alone with no one to help me figure out how to get back on track.,3.0,This story is how I lost everything because I hadn't planned for the future and was only focused on the now.,150.0,Imagined
3J2UYBXQQMYAWJHK52F6AS9IP8C06E,2118,XIAB60DM,35.0,man,white,1.0,2.0,,4.0,5.010635294096256,About being sick,imagined,when my significant other took care of me,0.625,,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,4.0,I think everyone can relate to being sick at one point or another and someone stepping up to take care of you. I know it has happened on a few occasions in my life.,"It was about 5 months ago when I first got sick with my first cold of the season. I ended missing 2 days of work due to not feeling up to interacting with people. I remember thinking what a waste of my vacation days since I could not even do anything fun with my time off. Even though he wasn't home with me during the days I missed, my significant other played a key role in me getting better. He came right home after work and did not go out with friends or run any errands. He must have sensed my surprise since I kept asking him why he was so attentive. I was not expecting a response from him, but was surprised when he responded. He admitted to me that he felt a need to be more attentive and decided it was best if he was home to take care of me. It was a nice surprise to hear and made me feel even more at ease knowing he was doing it because he wanted to and not because he felt forced. The best part of the whole thing is when he made me soup and dinner. It was nice being taken care of for once and not being depended on to do everything. I think he also understood it as well. He commented to me afterward how much work it is to take care of others and how time consuming it can be. If anything I think it made him appreciate me more and also appreciate how being in a relationship is a two way road. Though it would have been nicer being taken care of on a normal day without being sick, I will take what I can get. If being sick was the catalyst for things getting better between me and him, then I am ok with that.",1.0,I was not feeling well. My significant other was especially nice to me this time. He is starting to understand the concept of being involved with a person and caring more.,150.0,Imagined
3FFJ6VRIL2AQP3CL73OV7VZM85A0IV,2531,YX0KX5Q6,25.0,woman,white,3.0,3.0,,3.0,4.499809670330264,college at the age of 30 plus,imagined,everything was fun,1.0,,3XLBSAQ9Z5YQ241FS6XQM5CZCNU7ZT,3.0,similar life occurance,"I am in my 30s. College didn't seem like an option. But I persevered. And I graduated. It was quite fun overall. Some definite stress, but knowing I was working on something with value made it worth it. I felt I got along with the student great. Even with my age. I liked all the instructors. The curriculum was proper and difficult where it needed to be. I felt it was very engaging courses. While I do miss it, I am glad I succeeded and am ready for the next stage in my life. I often joked with others that I was too old for it. But they laughed along with me and we all helped each other. I'll keep in touch with many.",3.0,In May of this year I graduated and received my degree from university. It was memorable because I didn't think I was capable of doing so in my 30s.,90.0,Imagined
3WR9XG3T64XAZ7DQ7D70S9ZQDWD74D,488,980TNRN3,35.0,man,hisp,1.0,4.0,,5.0,4.787491742782046,A panic attack I had a few months ago.,imagined,I received a phone call from my boss stating my quality of work lacked,0.875,,3HFNH7HEMI00H5BPYDI71PDO8DIGQJ,4.0,I identified closely as I've had a panic attack before.,"Today I woke up just like every other day.  I had my coffee and made my breakfast.  I ate outside as it was sunny and cool at 7am and wanted to enjoy the view.  Everything was going perfect until the phone call.  I received a call from my boss asking if I had a few minutes to talk.  I said, ""of course"" thinking she might be asking me to work overtime one day next week, or possibly come in later that day.  That's when things went sour.  My boss advised me that he was not happy with the quality of my work.  He said that he is getting pressure from upper management and that he needed to put more pressure on his staff.  He said if I did not clean up my act that I would be out of a job within a couple weeks.  He was blunt and quick with the conversation and hung up before I could ask him any questions.  Just like that my perfect day took a turn for the worst.  I immediately starting thinking about my mounting bills and student loans.  I could feel my blood flowing through my arms and my chest.  I started to sweat as I thought about my rent, car loan, student loan, insurance cost and utility bills.  Before I even knew what was going on, I was slouched in my chair and having a panic attack.  I thought I was going to faint.  I was sweating and breathing heavily.  I ran to get a glass of water and was shaking and could barely drink it.  I called my mom to come over right away.  5 minutes felt like 5 hours as I thought about the mounting costs of going to the hospital.  The bills and cost of medication to help me through this time were going to pile up.  Eventually my mom drove me to the hospital and I got an IV and some anxiety medication.",4.0,I had a panic attack. I cannot get the help I need on my current insurance and can barely afford the cost.,120.0,Imagined
3PXX5PX6LYKC38WXTVT7AE7NC95BAZ,4047,Z288P9FV,30.0,man,white,2.0,4.0,,2.0,4.499809670330264,The advantages of diversity,imagined,Elizabeth Gilbert made an appearance,0.5,,33JKGHPFYDGF6IUJTOOLA02G9K5MNA,3.0,"I identified with the story because I often think about the intersection between career and fulfillment, lifestyle and health","Lifestyle and career are two important, intertwined aspects of everyone's daily lives. A person's career determines their lifestyle both in terms of time and resources available for leisure. Many people also derive a lot of their identity from what they do for work or a career. There are also many industries where a lifestyle may be tied up in a career. For instance, folks that work in the alcohol industry have a pretty specific lifestyle that tends to correspond to their choice of career. Ideally people would be made up of more than just the careers they've chosen but all too often you find folks that seem to have cobbled together an identity based on what they expect people expect of them. In my mind, the most interesting people are folks that have very different careers and lifestyles that sometimes combine in surprising ways. As much as I kind of detest Elizabeth Gilbert, I listened to a talk that she gave about people with different styles of going through life. Some who are incredibly driven and work towards a singular goal but are frankly rather boring. And then there are those that flit from thing to thing and develop a diverse skill set and may not have a huge singular accomplishment but are likely super interesting. There is also a lot to be said for getting out of one's comfort zone. If we only interact with people in a similar career to ourselves, we risk missing out on the upsides of diversity. The same can be said for lifestyle.  If you only hang out with people that have a similar lifestyle, you won't learn much or experience many new things. Especially in cases where a lifestyle is harmful it can be really good to experience folks living in a different way.",4.0,"life style and career is title for the paragraph I say,In life we are meeting every day too much of type of people and their life stylecareer also the same type",90.0,Imagined
3STRJBFXOXDIB7Z058XH4MG49ZMTK7,1254,QX79QFSN,18.0,man,hisp,2.0,1.0,4.0,5.0,4.0943445622220995,Car accident that affected me,recalled,When a car ran a red light and crashed into me,0.875,,3STRJBFXOXDIB7Z058XH4MG49ZMTK7,,,"About a couple weeks ago, maybe 2 to 3 weeks ago. I was involved in a freak car accident that happened after I had just dropped off my brother at the gym. I was driving straight and heading towards target. I had the light and was listening to my favorite music, I was so focused on what I was going to get at target that I guess I wasn't as aware of my surroundings. I was driving and crossing the intersection, as a car ran the red light from my left side and sent me into a spin. They made contact on the rear of my car, causing me to not know where I was heading and leaving me unable to control the car. I was lucky enough that the car tried to stop and swerved so much that I was hit with the side of the other car instead of the front of the other car. This was very striking as it was something that nobody expects, especially since I was just heading to the store. This left me in awe as my car came to a stop a little past the middle of the intersection. I was thankfully left unhurt and as soon as I was able to come to come to my senses I stepped out of my car. The other driver was also unhurt besides slight soreness and jitters. The driver made sure I was ok and called the cops to the scene, luckily there were witnesses at the scene to give a different perspective. I then called my spouses and parents to let them know what happened as I was the one who was running errands. The whole situation showed me that unexpected things could happen suddenly and change how you continue your day or change it overall. Luckily my car was not totaled and just needed some work on the rear side to assure that it was drive able. Overall, from this day I became very thankful for the things that I take for granted and make sure that I am always paying attention to my surroundings. I now am very cautious when driving and more so since I would not want to get into another accident.",1.0,As I drove after dropping off my brother at the gym I got into an accident from a car that blew a red light. The car did not total my car and the other driver was very helpful. This has made me much more aware of what I am doing and others.,60.0,Imagined
388U7OUMF8N3I2F4XQI4LN0DXWR0RP,1502,G97KPODH,55.0,woman,white,1.0,1.0,,1.0,3.4011973816621555,a woman transgendering into a man.,imagined,my family and friends continued to love and support me.,0.875,,36WLNQG780WFTLD990VT6XXD9YMBE7,1.0,I don't identify with the story but I can put myself in that situation and know how I would feel if I was transgendering. I would need my family to be there for me and hope that wouldn't turn their backs on me.,"I'm still excited about my last birthday! About a month ago, my family and friends threw me a birthday party to celebrate two very important milestones in my life. The first one, of course, was my 23rd birthday. The second was that I celebrated my first birthday as a man instead of a woman! Last year was the first time I told anyone that I was transgender. When I first told my family and a few close friends, I was really worried that they would reject me. It took a lot of soul searching to go through with it. But except for my oldest sister, my family has accepted me as an evolving man and supported me. I did lose a couple of friends who just couldn't accept me as a man, but I've made new friends in the transgender community who went though the same things (or worse) that I did. I started my hormone replacement therapy this past January and love the changes! My voice is deeper, I'm actually growing a beard (I get to shave my face every third day!) and I'm working out in the gym a couple of times a week to build my muscles.  What's really special to me is the new bond I have with my dad. I was more afraid of losing his love and acceptance than anything, but he took the news surprisingly well. We're forging a new relationship and finding that we have more in common with me as his son instead of his daughter. I love living life in a male body. I feel very comfortable with myself and very self-confident. I only wish I had done this years ago.",2.0,"I came out as transgender last year, and started hormone replacement therapy in January. This was my first birthday, celebrated as a man, and not a woman. I got to celebrate a new year of living with my family and friends who support me and my decision. The event is my 23rd birthday.",30.0,Imagined
34FNN24DCNVBAADR8RGAAEP26ES5YT,1057,0ZQ3IFG3,30.0,man,white,1.0,1.0,,3.0,4.787491742782046,A couple going to dinner and seeing  a music show,imagined,Electric Light Orchestra opened with their favorite song.,0.375,,3QUO65DNQVAG1BZ435FKGZJFCI8UOO,4.0,"I can identify with this, I've had some amazing nights with my girlfriend.","It was the most wonderful night of my life. I'm actually still shocked as to how amazing the entire evening went. Me and my boyfriend went to this beautiful Mexican restaurant, I had cheese enchiladas, rice, and beans while he had  steak chimichangas. The dinner was amazing and I'm sure the waitress was really happy too for the big tip she got. For months we had waited for this night. Tonight was the night that one of our favorite artists would be in town and we had bought tickets a long time ago. The artist was Electric Light Orchestra, and now that we were done eating we were heading to see the show. Tonight would be the last night I would see my boyfriend for the entire summer so we wanted to make it special. Me and my boyfriend absolutely love live music, one of our favorite things to do is go to shows and I'm so glad we went to this one. We couldn't believe it, Electric Light Orchestra opened with most favorite song! We spent the entire night listening to good music and eating food. We were in love and nothing could change that not even a summer apart from each other.  We didn't worry about a single thing all night, just enjoying ourselves and each other's company.  I don't think this is a night i'll ever forget the rest of my life and it's already been four months since it happened. My boyfriend is going to be back soon since summer is almost over, I can't wait. I usually don't wait this long to write into my diary but it's taken me this long just to process how magical this night was.",1.0,"My boyfriend and I went to dinner and then a concert by one of our favorite artists, Electric Light Orchestra. It was before he was leaving for the summer and the entire night was spent not worrying about anything, just being in love and experiencing the bliss of live music and good food.",120.0,Imagined
32N49TQG3H4RCMU3YCK7BQ1T16IVAG,748,HFN8PI9R,30.0,man,white,1.0,2.0,4.0,4.0,4.787491742782046,the kindness of a friend,recalled,How far they were willing to go,0.375,,32N49TQG3H4RCMU3YCK7BQ1T16IVAG,,,"I was having a hard time finding work or how to make money about 5 months ago. I was getting desperate and was starting to sell my personal items that I really cherished. When my friend found out what was happening he offered to lend me his work van and get me a job where he worked. He bought all the supplies I would need to start the job, gave me money for gas, and even bought my meals for a few weeks. I had never done anything like this for him. It really shocked me how willing he was to help me, nobody had offered anything like this to me before. He really helped me out and allowed me to use the money I made on all the bills I had backed up. If it wasn't for his kindness I would have been without a place to live or a way to continue to live there. He never asked for anything back either, he jut wanted me to get back on to my feet. He did all the training himself so I wouldn't feel uncomfortable with somebody I didn't know. He even went to bat for me with the boss when they tried to take advantage of me because I was the new worker. Even when I got injured on the job he made sure that they treated me right and that I got the treatment that I needed. When I finally saved up money and got my bills paid down I offered to start paying him for some of the things he did. He just told me to keep it and make sure I don't get in that situation again. Ever since then he has done everything to help me, and I possibly wouldn't be here today without his kindness towards me.",2.0,I was having a hard time and a friend went above and beyond to get me back on my feet. He never asked for anything in return and still helps to this day.,120.0,Imagined
338JKRMM27LMULZJTN33WPAKJV9AH5,762,6XRYNXEL,25.0,woman,white,1.0,2.0,4.0,5.0,1.9459101490553128,my sons' starting school.,recalled,my son turned around and asked if I was going to come back.,0.875,,338JKRMM27LMULZJTN33WPAKJV9AH5,,,"This year both of my kids are in school. Although my older son was in school the past two years, part time and then a full day, I always had my youngest with me. I can't remember the last time I was consistently alone, well I can but it was about five years ago.  Their dad works full time and is almost never home, and never does anything related to school activities. The first day was crazy for me. I drove to my oldest son's school and got him settled with her and made sure he was comfortable and confident starting Kindergarten. I hightailed in out of there back to the car and got my youngest back in his seat and booked it to his school. Of course we live in a ridiculous town which hasn't done construction work all summer, yet they chose the first day of school to close down the roads surrounding two of our biggest schools. I was already rushing because my sons are supposed to be at their school 5 minutes apart and that's not even humanly possible, although I'll still always try. Finally got to my second son's school and got inside to find his teachers, get him all signed in and I just made it in time. I said goodbye and felt bad for all the parents whose kids were screaming, crying, hitting and straight losing their shit because they didn't want to leave their parents or go to school. My son just stood in line and walked out with his class and as he leaves he turns around and goes, you're going to come back right? What of course I'm going to come back I'll be here when the day ends to pick you up and then we'll go get your brother from his school and then get home. He walked out with his class and I left the building. All these other parents were crying and visibly upset about leaving their kids at school, I literally walked out the door, stood still for a moment and took a deep breath. I finally was alone, and it was going to happen again tomorrow, and the day after that, and the day after that. I felt guilty all the other moms were looking at me like I'm a lunatic because I'm relieved and not bawling my eyes out. But honestly to each their own, and if they had my kids instead of theirs I can tell you they'd be the one breathing a sigh of relief. For the first time in five years, I have time alone.",1.0,"My oldest son started Kindergarten and his brother started Pre-Kindergarten on the same day with starting times five minutes apart. It was a huge day for all of us, especially me.",7.0,Imagined
3XLBSAQ9Z5YQ241FS6XQM5C02ZV7ZA,458,N3BUS256,35.0,man,white,1.0,1.0,,5.0,4.499809670330264,my grandmother being sick and me staying over.,imagined,That she showed a very good progress in her health.,1.0,,3X3OR7WPZ0MAXTPUNAYNSQXWBS08LX,4.0,"I had a similar situation with a friend who had an accident, and I stayed a few days with him.","Three months ago, I had given my final exams. Vacations were coming up, and I had nothing much to do. I talked to my mother, who lives away, and I told her that I am coming over for my vacations. She told me that my grandmother has not been feeling very well lately, and I should see her. It sounded like a good idea, and I changed my plan. Instead, I visited my grandmother in the hospital, and decided that I would stay there for a week. Doctors told me that due to her diabetes, she has been feeling very unwell. However, I thought it was because of loneliness, since she also used to live alone. She was very happy to see me, and even happier when she got to know that I am there to stay with her. I brought over some books, which I used to read it to her. She had been showing a tremendous positive progress since I had went to her. After a week, I had to go back to my home to meet my family. I felt really upset on leaving her alone like that. After some days, the doctors told that her health is declining again, and it would be very difficult for her to survive. The news was indeed very saddening, however I was thankful that I got to spend her last days together.",2.0,"My Grandmother is sick and in the hospital when I spend a week with her and at first she's very sick but by the time I leave she's much better and even writes a poem in her head. She's gotten worse since that day, so I feel thankful I got to see her like how I remember her one last time.",90.0,Imagined
3NL0RFNU0G9YUMKAQ7W9WE4CJGC4KF,1084,IATXONFR,55.0,woman,white,1.0,2.0,,5.0,4.787491742782046,Walking through a cemetery with my grandson,imagined,I realized that my grandson thought only old people could die.,0.25,,3SB4CE2TJWHJGBZYYRLPZBYE7LUAX0,5.0,I could see this happening as there actually is an old cemetery in my neighborhood and my grandson and I like to take walks together and explore.,"Four months ago, when I was babysitting my grandson, we decided to enjoy the beautiful spring day by taking a walk together.  We walked down a dirt road in my neighborhood where I knew we would see many interesting things including an old cemetery at the end of the road. This cemetery was what I would call a ""farmer's cemetery"" as most of the people listed on the tombstones were related and multi-generational and it was built on some old farmland. My grandson and I read some of the tombstones and discussed some of the ages when people died and were buried there. We came across a tombstone of a boy who died at age 5, the same age as my grandson. My grandson had a difficult time understanding how someone his age could have died. He said he thought only old people, like me!, died. I explained there were lots of reasons why a young person could die, such as an accident, disease, illness, etc.  He seemed to be surprised but also enlightened to his mortality. I was surprised that he believed only old people could die. The only people he knows who have died were all elderly, so it makes sense. It was also surprising that he considers me old. That never came up before. I don't like to think of myself as old, but to a five year old, I guess I am. It made me think about my mortality too.",2.0,A walk with my grandson in a cemetery on a beautiful spring day.  It turns out to be funny and educational at the same time.,120.0,Imagined
3YHH42UU5C1SF4KRS6L8ZBREQJH0L7,3160,KYGR8HVW,35.0,woman,white,1.0,1.0,,3.0,4.787491742782046,visiting Alaska to escape my life and seeing nature.,imagined,I looked over and saw 2 moose.,1.0,,3KJYX6QCMAX2DFX7SIXK4P4CGEVVJA,1.0,I can identify with wanting to escape my current hectic life.,"4 months ago I had the most amazing experience of my life. I decided to take a few weeks off from work and just reconnect with myself and nature. A friend had suggested I go to Alaska, it was far away and desolate, it sounded perfect. After much research I wound up agreeing to go dog mushing around the interior of Alaska with a native of the area. I was nervous for sure, but it sounded like the chance of a lifetime. I needed to break from reality badly. I had been working 7 days a week for months and felt like my brain was about to explode. After a few days of riding around the lonely outskirts of Alaska I really started to feel better. I stopped thinking about work. My mind totally cleared and for the first time in forever I really felt at peace. The scenery in Alaska is amazing. It is hard to explain. It is so plain and vacant, but is is beautiful. It looks untouched, like no one has been around to destroy it like the rest of the world. My favorite moment of the entire trip was when we took a short break to let the dogs rest. I was sitting in the snow and I looked over and saw 2 moose walking across the ice. I had never seen a moose up close, it was breathtaking. They are bigger than a car.",1.0,I was dog mushing the the interior of Alaska.  It was a beautiful sunny day and the trail was extremely fast.  When i stopped to give the dogs a rest i was stunned to see 2 moose and 2 lynx.,120.0,Imagined
3PEIJLRY6UFGNO21ZWHHH0V5XD7WXN,3085,LO8TO1GW,25.0,woman,asian,1.0,1.0,3.0,4.0,4.787491742782046,getting my car fixed for free,recalled,they did not charge me for the cost of the repairs,0.75,,3PEIJLRY6UFGNO21ZWHHH0V5XD7WXN,,,"I took my car in to get a few things fixed. The auto shop I go to is amazing. They are friendly and knowledgeable and I trust them not to upsell me anything or charge me for things I don't need. I appreciate that a lot as a woman who is not knowledgeable about cars and who always is afraid that mechanics are going to take advantage of me. The only thing I don't like about this auto shop is their parking lot and location in general is very cramped. There is not a lot of space to pull out or move. So I go to pick my car up and as I'm trying to back out of the parking space I left it in, I hit the dumpster behind. Immediately my car starts making a horrible noise. I can't believe it...I got into an accident right after fixing my car, before I even leave the mechanic shop! I go back inside in tears and tell them what happened. Get this...they look at what happened and fixed it for me, for free! I was shocked and amazed at their kindness and generosity. I wanted to pay them back, but I had to borrow a small amount of money for it, so I went home and talked to my sister to ask her to borrow money. I went back the next day with cash for the mechanic who fixed it, because I hate to be a damsel in distress. I was so touched by their kindness and the fact that they helped me when they didn't need to. It showed me that people are willing to help out, and bolstered my faith in humanity.",1.0,I got into a single car accident leaving a mechanic shop. They fixed the damage for me for free and I was very grateful.,120.0,Imagined
3M81GAB8A154QO3EIRQT0EMSH1XQBC,766,HVR4UANF,25.0,man,white,1.0,2.0,,4.0,4.499809670330264,celebrating college graduation with friends and family,imagined,how different college graduation felt from high school,0.625,,37ZHEEHM6X8PHBUM7Z2HI47K9EI37Z,4.0,I felt scared when graduating,"Well I finally made it. Four and a half long, hard years and I can finally call myself a college graduate. The ceremony was weird, it felt different. I was expecting it to be like high school graduation; some bittersweet emotions, lots of crying, long huge. This was different. It felt transnational, like I was waiting in line at the bank. I think that's because in high school there's more to look forward to. ""I'm going to move out of my parents' house, make new friends and party every day for 4 years."" College graduation you're jut staring into the abyss. ""I need to find a job and work 40 hours a week otherwise I'm going to starve to death."" The stakes are high. Despite the fears, my friends and I were ready to take the plunge. We had our goodbyes and heart to hearts last night at Dave's house so there were fewer emotions today. We all promised to keep in touch, and I know a few of us will. A few of us brought our parents back to the house we rent. Grilled burgers and pasta salad is a far cry from the parties we used to trow there. I got to see my parents interact with my friends parents; immediately bonding and becoming friends with people they barely know. It made me confident that when I move away from this little insulated bubble of college life and enter the real world I can make my own friends and forge my own path.",2.0,"Today, I finally graduated from college. All my friends and family were there and we had swell time.",90.0,Imagined
30LB5CDZNDWCKT1V77CH7Q2C6D90ZH,5391,09LYTC5U,30.0,man,white,1.0,2.0,,4.0,4.248495242049359,losing a pet cat,imagined,the cat loved tuna,1.0,,3QHK8ZVMIN4TZRN1QMIXJSNXIVELBV,5.0,I identify with this story because I have a pet cat and will feel great sorrow when he passes away.,"It's been 10 weeks and I am still so darn sad. My favorite pet ever, Ashton, passed away from old age. Her vet said it was likely to happen this year but still I was not prepared mentally for this. She was the best possible cat ever, and everyone I know absolutely adored her. She would always rub up against other people's legs when the came to my house. And boy did she ever love her tuna! Despite owning more than 10 cats in my life, I have never seen another cat as social as Ash was. It's truly a huge loss for me and my family. My grand daughters especially loved playing with her when they came over to visit. Thankfully I will always have the images and videos of her running around and being hilarious, but it's not quite enough. I know some people have asked me if I will be getting another cat to keep me company, and I'm not sure. In some ways I cannot imagine having a cat who is better than Ash. Or maybe I just need some time to pass so I am not so emotional. It's been more than two months and I'm still struggling to hold back tears over it. What a wonderful cat who lived a wonderful life!",1.0,"The loss of my favorite, my cat Ashton or Ash. Smart, mischievous and sharp, he captured everyone’s heart.",70.0,Imagined
3G5F9DBFOQJ6M92H4IUZSCOX3WIVHG,3147,VR7DBCBC,25.0,man,black,1.0,1.0,,3.0,4.787491742782046,Visiting my family on their 50th anniversary,imagined,It was surprising when I was able to get my pranks on them,0.375,,3DUZQ9U6SNAVCIGXFC6YWQVZCT8SVF,2.0,none,About four months ago I was finally able to visit my family in Holland. It was their 50th wedding anniversary. I haven't seen them for four years. It's been a very long time and I had missed them. We had a lot of catching up to do. So maybe the first few days there I didn't get much sleep. We had some of the best conversations parents could have with their children. I even had the chance to get a few pranks on them. During my time away I did a lot things like growing up and becoming I am today. I was really into making arts and crafts. So I made them a picture collage. It had pictures of my family when they were younger. I also framed it as a gift. After spending a bunch of time with them and having experienced things I haven't before it was time for the anniversary. The day of the anniversary we spent it together as a family and had a lovely time.,2.0,"I visited my family in Holland for my parents' 50th wedding anniversary, after not having seen them for four years. I made a picture collage for my parents of when they were younger, and gave them framed as a gift. The day of the anniversary we spend it together as a family and had a lovely time.",120.0,Imagined
3K9FOBBF2I5V00CYTCN6ANNRY99LNE,1486,I709HW6K,35.0,woman,white,1.0,1.0,,3.0,5.3471075307174685,my father having a stroke and dying.,imagined,my father died from the stroke.,0.5,,3QJOXOW4XKDBCCH60PL2KD87K9OEMK,2.0,"My own father passed away when I was 10 and he had a lot of health problems, but he never had a stroke.  I can relate to the part about a father passing away.","It has been 7 months since my father's passing.  I didn't see it coming.  I didn't imagine that it would happen so quickly.  One moment he was here, the next he was gone.  Seven months isn't very long, and my heart still feels broken into a million pieces.  People say that time will heal things, but at this point I don't know that I believe that saying.  Those million broken pieces of my heart seemed to have been scattered by some unknown wind and I have yet to find them.  I can only imagine what my mother must be feeling right now.  My father had suffered some strokes previous to this all deadly one.  But, he came through them before and was still his cheerful self.  However, the day this deadly stroke happened was awful. My mother was home with him and they were getting ready to go on vacation to Yellowstone.  My father was a nature enthusiast and loved getting away to places where he could be closer to nature.  He always told me that it made him feel at home and brought to his heart a peace like no other.  As they were packing for this trip, the deadliest of strokes slammed my father.  My mother noticed the symptoms of previous strokes, but this time they got worse.  She dialed 911 and the paramedics arrived.  They loaded him into the ambulance and rushed him away.  My mother was able to ride in the ambulance with him.  The paramedics worked furiously on him during that drive to the hospital, and then, silence.  He was gone.  The phone call came.  It was my mother.  Her voice was full of the deepest sorrow on earth as she told me that dad was gone.  My heart sunk, and broke, and tears flowed down my face like a never ending waterfall.",1.0,"the day my father passed away was surprising because we didn't expect it to happen. He had suffered stroks in the past, but none had been as devastating as the one he had on that day.",210.0,Imagined
3K2755HG5TP0EWBPI765J56EDFOFDS,1571,11W29NNW,30.0,man,white,1.0,1.0,,5.0,4.499809670330264,about our stay at the Hotel del Coronado and me moving,imagined,I decided to move across America,0.875,,37W3JXSD67U5NTSB4S3J0E2EB6MYW2,1.0,I do not identify with this fake story I wrote. I do not think I would ever actually move across America for a new relationship.,"Dear diary,As I reflect on the wonderful day I had I can't help but remember the my stay at the Hotel del Coronado three months ago. That stay at the hotel changed my life. I met my now girlfriend there and we spent the week together in California. We had such a wonderful at Coronado beach and San Diego. We went to the zoo, saw seals laying near the ocean, went bike riding along the beach and shared countless meals that week. I truly believe that I met my soulmate three months ago at that bar in the hotel. We shared our thoughts, memories, stories, struggles, hobbies, families, childhood stories and just about everything else. I don't think I stopped smiling since I met her. When she asked me if I wanted to move in with her, which required me to move across the country to California, I was hesitant at first but I couldn't say no. I knew that I would lose her if we tried to do a long distance relationship. She said she would support me while I find a job out in California and while that was nice, I was still very worried. What kind of person just quits their job and moves across the country? Well, I decided that since I am young to go for it. If the relationship did not work out, I always wanted to live in a warmer climate anyway. Lucky for me I ended finding a great job in my field right away and drove across the country to live with her. Our time together so far has been a dream. I look forward to every minute we spend together. Sometimes I wonder to myself what would have happened if I decided to not trust my gut.",1.0,"I met her at a hotel bar. She was on vacation for a week. We instantly hit it off, and she told me to come to her room. I ended up staying with her for an entire week. After a week, she asked me if I wanted to move in with her.",90.0,Imagined
3Z9WI9EOZ0AS6Y855EGSQ3DGOLYKHH,1571,PS5N0KRI,40.0,man,hisp,1.0,5.0,,4.0,2.6390573296152584,death of my cousin,imagined,I was told he died on the way to the hospital,0.0,,3MRNMEIQW6SMEOLL4I93EIBXLFHDLJ,5.0,my dad passed away 8 months ago,Its been two weeks since Albert passed away he sure was my favorite cousin. The way he left us so soon with a bright future ahead of him is devastating. Is uncertain how long will it take Andrea to bounce back it was so close to their wedding. My aunt Griselda has not come out of her room since the burial services. Your death  have been hard and one of the worst feeling somebody can imagine. I have been unable to go to work. Albert I missed you very much we were so close almost talked to you every other day. The family reunions will never be the same. Who is going to watch the soccer games on Sundays with me (your team lost). I drove like 3 hours yesterday to clear my mind. I wish you were still with us making great plans for the future. I am not the same since the news. I can't function right. I cry almost every hour. I need to clear my mind and go somewhere by myself. I will never forget all the great memories you have left me and our childhood memories will be with me forever.,4.0,One of my closest cousins passed away and this diary entry captures how I feel currently. It also touches on why I feel the way I do and what made the death impact me. This entry is very emotional and important to me.,14.0,Imagined
3UNH76FOCTR9IHYX0QXWRG0N3M5YMY,6278,09LYTC5U,30.0,man,white,1.0,1.0,,3.0,1.9459101490553128,mixing chemicals and nearly killing mother in law and son,imagined,the toilet caught fire and then exploded,1.0,,3QFUFYSY9Z1NE0SWPW5CG1C7B66F47,2.0,"I don't feel that I strongly identify with this story, but I can imagine having an older loved one who is capable of making similar mistakes.","Last week was absolutely unreal at my mother in law's house. She almost killed my husband and herself! My husband and I went over there for a quick dinner and to help her fix her plumbing issues. She wasn't paying attention and poured some sort of chemical down the toilet that reacted with the unclogger my husband had used. Immediately it caught fire and exploded a few seconds later. The seat of the toilet was completely shattered and went flying! If my husband and his mom were standing a little bit closer they could've been killed! I heard the explosion from the other room and came running. Thankfully my husband only had a slight cut on his back from the debris, while his mom was untouched. We all stood there in shock at how lucky we had been. Then we could only laugh at how ridiculous it was for her to pour chemicals down the same toilet we were supposedly working to fix. She always forgets stuff like this now that she's getting older, so it's scary to think about her doing this when we aren't there. Luckily my husband is a handyman and was able to rig a new toilet seat on, but not after some real trial and error. What started as a quick trip to my mother in law's house ended up being a full night of experiences! My husband and I were so beat that we collapsed into the bed after arriving home. One of the longest days of my life!",1.0,MIL has bad memory and accidentally tried to kill her and my husband. She mixed chemicals  in the toilet by not paying attentions when someone told her they has already put unclogger chemical in the toilet.,7.0,Imagined
