,AssignmentId,WorkTimeInSeconds,WorkerId,annotatorAge,annotatorGender,annotatorRace,distracted,draining,frequency,importance,logTimeSinceEvent,mainEvent,memType,mostSurprising,openness,recAgnPairId,recImgPairId,similarity,similarityReason,story,stressful,summary,timeSinceEvent
1872,3634BBTX0PGHM7RBAL7GA2MQX1ZIFO,511,C6L8358L,35.0,man,white,2.0,3.0,3.0,4.0,5.010635294096256,My dog having some health problems.,retold,The vet told me they were not serious health problems.,0.125,3AMW0RGHOEOLRLRWL4GDR4WB36DPNT,,,,"Awhile back my dog started to have some problems with his eyes. He's a boxer, and I guess they are prone to eye problems. One day I noticed that his right eye had some cloudiness about it, and that his left eye had the same issue. I was immediately worried, because he is a part of the family. I took him to a specialist right away. The feeling of anxiety I experienced while in the waiting room was surprising. I've never owned a pet this long before, and I've never stopped to think about how much they start to matter to you. I might as well have been waiting to find out if my own child had cancer. My toe was tapping, and my mind was racing. When we finally got into the exam room I couldn't stop thinking about the worst possible outcomes. Luckily, my fears were unfounded. After running some tests on my pup the doctor told me that there was really nothing to worry about. The cloudiness I saw in my dog's eyes was relatively common in his breed and that it would not affect his health. She said it was a build up of cholesterol in the cornea. Unsightly, but not harmful.",4.0,"The dog that I've had for years began having some health problems with his eyes. I thought they were serious, but they turned out to be benign.",150.0
1873,3AMW0RGHOEOLRLRWL4GDR4WB36DPNT,723,C6L8358L,35.0,man,white,1.0,5.0,3.0,4.0,67.5734753930451,My dog having some health problems.,recalled,The vet told me they were not serious health problems.,-0.25,3AMW0RGHOEOLRLRWL4GDR4WB36DPNT,3AMW0RGHOEOLRLRWL4GDR4WB36DPNT,,,"I've had my dog for about 7 years now and he is a huge part of my life. I've watched him grow from a puppy into a senior dog. I was extremely saddened when a strange discoloration appeared on one of his eyes recently. At first, I ignored it, but after it got larger I became a bit worried. When the discoloration spread to the other eye, I got very scared and made an appointment at the vet. I took him to his regular vet who quickly referred me to a specialist in the area. She said that he thought Milo had cancer in his eyes. I was extremely worried and apprehensive when she told me this and quickly made the specialist appointment. During the week long wait before the appointment I spent as much time with Milo as possible, in case the worst were to come to pass. When the day of the appointment came I took him there and they performed a bunch of tests. They stuck weird things in his eyes, looked at them through microscopes, and did a bunch of other things that neither he nor I enjoyed. When the vet left the room to process the data she had collected, I thought for sure she would come back and say he had cancer. I waited in fear, but she was smiling when she came back in the room. It turns out he had some cholesterol deposits in eyes. They are not dangerous and don't affect his vision. She said he can live just fine with them. I felt such relief and happiness when she told me that I wanted to hug her!",4.0,"The dog that I've had for years began having some health problems with his eyes. I thought they were serious, but they turned out to be benign.",2.222222222222222e+29
1881,3N8OEVH1FSCLO6F77J3BHTRQC7TOOI,987,ILFLOENY,25.0,woman,white,2.0,1.0,,1.0,5.1929568508902095,the birth of my daughter,imagined,my son reacted negatively to my pregnancy,0.625,,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,1.0,It is not similar to anything I've experienced,"The day that I found out I was pregnant, my husband and I were ecstatic. We were so excited for our son to have a sibling. However, when we told our son the news he was not happy about it. We found out I was pregnant with a girl and we thought it might make it feel more real for our son knowing he would have a little sister. Despite our reassurances that we would still love him just the same, he was still upset about it. We thought he would warm to the idea as my pregnancy went on. But as it got closer to my delivery date, he was still saying that he didn't want a sibling. I was put on bed rest for the last couple weeks of my pregnancy. One day my water broke and we were off to the hospital. There were some complications with the delivery and I ended up needing an emergency c-section. It was a really scary experience, but my daughter was born healthy. When we brought our son in to meet his new little sister, he had a scowl on his face. He kept up his dislike for his sister for a few days. Eventually, he was won over by how cute she was. Now that my daughter is 3 years old, her brother loves her so much. He is super protective over her and it's a huge relief that they like each other now.",2.0,I was recalling the day that my daughter was born.  It was happy and scary at the same time. I was worried about how my son would handle it.  It didn't go well.,180.0
1882,3TMFV4NEP90Q8N1TRO5P11ECA6OW8D,1306,DJTHFTOK,40.0,woman,asian,1.0,1.0,2.0,5.0,5.48063892334199,the birth of my baby girl.,retold,when my son bit her.,1.0,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,,,,"My daughter was born on December 4th.  It was a planned c-section after a high risk pregnancy.  I was very excited to meet my new little girl but it was bittersweet.  This was my last pregnancy and although I was a tough one, I already knew I was going to miss the little details of carrying a child.  The small flutters that reminded you of the sweet baby in your belly, the wonder of seeing their kicks and movements, and the little gestures of kindness that are reserved for pregnant women were all things that I would never experience again.  I was also scared for the procedure.  With my first child, I had an emergency c-section so I didn't have time to stress about the whole surgery.  This time was different.  I worried about the things that could go wrong,  I didn't have the same confidence in my medical team that I had had with my first child.  I think my biggest concern was how my son was going to handle having a baby sister.  He was barely two.  I didn't know if he was going to be upset.  I was worried that he wouldn't feel loved and wanted.  When my husband brought him to my hospital room, I wanted him to feel just as important as he always had.  My son looked a bit alarmed at all the hospital equipment.   My husband brought him over to see the baby and he showed a bit of interest.  He stroked her hair and said ""baby"". That's when he leaned over to kiss the  baby on her head.  The whole room sighed at the cuteness of it.  Until the baby started screaming, that is.  Apparently, he was not as taken with his new little sister as we had hoped.  She had two tiny red marks on her forehead from where he bit her.  I had expected him to be unsure of the new baby but I never expected him to do that.  He then asked us to ""take her back, please"".  I think that was the beginning of a lifelong sibling rivalry.",2.0,I was recalling the day that my daughter was born.  It was happy and scary at the same time. I was worried about how my son would handle it.  It didn't go well.,240.0
1883,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,751,DJTHFTOK,40.0,woman,asian,1.0,1.0,3.0,5.0,5.1929568508902095,the birth of my baby girl.,recalled,my son bit her.,0.875,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,3AMW0RGHOEOLRLRWL4GDR4WBWWBPN0,,,"Today was the day! After nine long months of waiting to meet my daughter, I got to hold my baby girl in my arms today.  I was so scared to go through another c-section.  At least this time it was planned and not an emergency.  The spinal block was awful, I thought I was going to be sick.  I'm so tired but I'll never be able to sleep.  I can't get enough of that beautiful little face.  I'm worried about how her brother is going to handle having a baby in the house.  He didn't seem to be too happy when he met her.  It could be because I'm not home too, change is always hard for a toddler.  I knew he wasn't going to be thrilled, but he actually bit her head.  Not even 24 hours old and she already has a sibling injury.  I thought he was going to kiss her, but I was mistaken.  I'm going to have to make sure he gets enough attention.  My heart is so full.  I think being a mom is probably the best thing in the world.   I am worried about how hard it will be to have two little ones but I guess it will come with time.",1.0,I was recalling the day that my daughter was born.  It was happy and scary at the same time. I was worried about how my son would handle it.  It didn't go well.,180.0
1900,3OLQQLKKNTBLB4BLXS8A4LGQ8DSEJ3,278,DBAAR6DB,18.0,woman,asian,1.0,1.0,,1.0,4.499809670330264,My brother's wedding,imagined,His fiance was pregnant,1.0,,3ATPCQ38J9W8GGP83N7RIP5N0XIYAR,1.0,My brother will never get married,"I went to my older brothers wedding a few months ago! I never thought he'd actually get married--he didn't seem the type to be interested. I bet his girlfriend convinced him, he's just a really passive guy. I don't even think he really cares about this kind of thing, it's all for show. He's very wealthy, so everything looks straight out of Gatsby in the venue. It's beautiful, and I feel a bit of jealousy. But it's my brother! I love him, and I'm his best man! I helped him organize everything, got a wedding planner and all of that. I was probably more excited than him about organizing all of this--I'm a bit of a control freak. The rest is a little bit hazy, I drank a little too much at the start, so the rest was a blur. Apparently I didn't screw anything up, though, so I guess I wasn't as messed up as a I felt. We ended up going to dinner after, his wife was so happy. They announced they would be departing for their honeymoon within the next week, and that his wife was actually pregnant. I was shocked, but that explained a lot in regards to the fact he actually agreed to get married. I was happy, but a little disappointed in him.",1.0,I attended my brother's wedding. It was in a beautiful outdoor location. I helped set up the event and served as best man.,90.0
1907,33C7UALJVMKX7MLQU0G48BOIDUU816,830,FYR0N82I,25.0,man,black,1.0,2.0,5.0,5.0,5.3471075307174685,me getting fired from my job,retold,I got fired from my job,1.0,3ATTHHXXWBAYMTIWAFD2G9MXA59XIF,,,,"One of the worst days that I ever had in my life. It was the day that I lost my job. Started off with me waking up late for work. I end up ignoring my alarm clock and getting u late. I rush and brush my teeth and put on my clothes and drove off. Didn't get far and realize that I forgot my lunch. Drove back home, speeding, and ran inside and grab my lunch. Driving about 65 miles per hour, I end up getting stuck behind traffic. The line was so long that you couldn't see what was going on. All I know was that I was going to be late for work. I called my boss and he told me that I would be okay and have nothing to worry about. Stuck in traffic, I waited patiently and when I got closer I say that It was a truck stuck in a ditch. Eventually the truck got out and I was on my way. Got to work thinking everything was okay. But I knew something was wrong. The corporate manager kept walking by, staring at me through out the day. I can see her whispering to my manager. I ask one of the fellow employees did they hear anything. They said no that they think I'm okay. My boss calls me over and tells me that he needs me to sign paperwork at the front since the day was almost over, I could leave after this. Gather my stuff and walked with him to the front. Little did I know, It was the big boss in the office. Basically explained to me I was fired. Grab my stuff from the locker and walked out. Stayed in the car sitting there just thinking about my future and drove home.",3.0,"I was fired from one of the best jobs that I ever had. My day was very unlucky due to the fact of uncontrollable circumstances. Told my boss, who gave me the okay, but in the end it wasn't okay.",210.0
1908,3ATTHHXXWBAYMTIWAFD2G9MXA59XIF,1987,FYR0N82I,25.0,man,black,1.0,4.0,5.0,5.0,5.1929568508902095,me getting fired from my job,recalled,I got fired from my job,0.375,3ATTHHXXWBAYMTIWAFD2G9MXA59XIF,,,,"I was fired from my job about 6 months ago, which is one of the worst days of of my life.  It was a casual early morning around 4:45am, i was leaving for work at the same time I usually leave. When I made it about 10 min away from my crib i realize i forgot my lunch, so i turned around figuring since i always get to work about 20 min early I have time to spare. So i turned back and grab my lunch and headed to work. Then i saw it was a car accident on the highway and realize this is major setback. I couldn't see what it was. Waiting, I eventually get closer and see that its a 18 wheeler truck, stuck in a ditch. Something clicked in my head like this going to be one of the worst days of my life. I called my manager to give them a heads up on the situation and they told me I'll be okay, so I'm  thinking ""I should be okay and have nothing to worry about"". I arrived to work 15 min late, grab my work equipment and headed to my location. I start working and i could see the GM passing by me just about every 30-45 min. Now I'm scared cause he doesn't come around unless there's a problem. So I'm shiver-en and panicking. I ask one of my co workers who was close to the manager and they responded that I was okay and he hadn't heard anything. I'm guessing I'm good then. The day is almost finish and I get a call from the manager telling to gather my gear so i can complete a survey and leave. I didn't think much of it cause surveys are common at my job. I walk to the office and I'm there with him and the GM, they tell me to sit. I knew it was bad news due to the fact the GM was there. I sat and just thought ""Say it"". They said it with no hesitation and my heart froze for 5 seconds, I'm crying on the inside but on the outside acting like I'm okay. I'm walked out the building in front of peers who are just staring at me I'm feeling embarrassed and shameful. I gave them the key to the locker and shook there hands and left. Driving home thinking this day is something that really impact me. Got home and just sat in the bed looking a the  wall with a dull face thinking about ""What's next"".",3.0,"I was fired from one of the best jobs that I ever had. My day was very unlucky due to the fact of uncontrollable circumstances. Told my boss, who gave me the okay, but in the end it wasn't okay.",180.0
1934,3KV0LJBBH370LGMBMV52JK7Q1WYRMS,2416,CNL4IDFL,30.0,man,white,1.0,3.0,2.0,5.0,5.010635294096256,a car accident,retold,the other driver did not stop after hitting my car,0.625,3AZHRG4CU56BZ0U2M0H83PXXIAC300,,,,"About 5 months ago, I was driving when another car struck me. My daughter was in the back seat and was very scared. The other driver did not stop and kept going. It was hard for me to pull over safely, but I managed to do so. She was crying the whole time, as I was trying to figure out what was going on and what happened. The whole incident put me into a state of shock. I couldn't understand why the other driver kept going. I felt very helpless, but finally managed to call the police. Very luckily, my daughter was unharmed. I was a bit injured, but not too seriously. I was very glad when my brother finally came to pick her up. I was left to deal with the police at the accident scene, and it was a hassle. The entire time I was in a state of anxiety, shock, and I could feel the adrenaline going through my body. I was so angry at what the other driver did, not stopping. I was able to get a tag number, which has helped in the investigation. I'm still dealing with the trauma and stress from the event, but I was most glad that my daughter was not harmed. The whole situation could have been much worse.",3.0,"I was in a hit and run accident, which really scared my daughter and myself. Though it's a mess trying to deal with the police and insurance companies, the accident taught me to be grateful for life itself.",150.0
1937,39PAAFCODNMWRITC4CBO6VRLJHQVTQ,1437,N5DCCA0D,35.0,woman,white,1.0,3.0,4.0,5.0,4.787491742782046,mine and my children's birthday party,retold,That grandparents/aunts don't care about them.,0.625,3AZHRG4CU56BZ0U2M0H83PXXK1A03F,,,,"I held a joint birthday party for my children this past year because their birthdays are only a month apart.  You would think that this would make it easy for everyone to attend.  My husband and I live about an hour and a half from where we grew up.  The date of the party also fell on my actual birthday, because there were no other good dates to hold it.  One by one, as the date of the party got closer, they began to call and say they wouldn't be able to make it.  The morning of the party I got a call from my sister-in-law who basically said she just didn't feel like driving to the party that day.  My husband's parents also called and made up a reason to not come.  I got that phone call while I was inline picking up food I ordered for the party.  It would have been nice to know with a few more days in advance.  I could have ordered half the amount of food and saved some money.  The saddest part is, my children don't even notice that they aren't there.  It doesn't even occur to them that their grandparents would come to their parties, because this certainly isn't the first and it won't be the last that they missed.  It is causing me a lot of heartache because I would like to repay them in the same manner when it comes to family get togethers, but my husband thinks we need to be the better person.  I feel differently.  I don't see why we must keep rewarding their poor behavior.  To me, they have made a choice not to be involved in my family's lives, so why bother to reach out to them anymore than they do to us?  The phone line and the roads go both ways.",2.0,I held a joint birthday party for my children and I this year and my in-laws could not be bothered to attend.,120.0
1938,3AZHRG4CU56BZ0U2M0H83PXXK1A03F,966,N5DCCA0D,35.0,woman,white,1.0,3.0,4.0,5.0,4.499809670330264,mine and my children's birthday party,recalled,That grandparents don't care about their grandchildren,0.5,3AZHRG4CU56BZ0U2M0H83PXXK1A03F,3AZHRG4CU56BZ0U2M0H83PXXK1A03F,,,"Today is my birthday, May 4th.  I have decided to through a birthday party for myself and my kids today.  They're birthdays are close to mine, so I figured we could all share the party this year, since no one was celebrating a milestone birthday.  I rented a lodge, and prepared decorations in the theme of Twin Peaks, as it's an important show in our family.  My children who are now 4 and 6 even request to listen to songs from the soundtrack during car rides.  I pride myself on throwing them very unique parties that other children would not have.  I bought doughnuts from the best place in town and and spent an entire day actually decorating the lodge.  I spent a month planning the proper decor and spent plenty of money on them.  All of this effort and at the last minute, my in-laws, who where half the guest list started calling that morning and giving reasons as to why they can't come.  All of them boiled down to that they just didn't feel like driving to our town.  My husband and I live an hour and a half from our home town.  I was so upset.  Here I was putting in all this effort into something that half the people on the list, who were family, couldn't even be bother to show up.  We made the best of it, our few friends in town came, and my parents and brother.  All in all it was a good little party and the kids never knew any different.  However, I was furious, and brokenhearted that family could so easily brush them off.  Anytime cousins on that side of the family have parties we are expected to haul our children over for the hour and a half drive, and I never even thought twice about it.  It was important to be with family.  Now I see where we stand and will not be putting myself out for people who have now repeatedly shown me we're not worth one trip, once a year.",3.0,I held a joint birthday party for my children and I this year and my in-laws could not be bothered to attend.,90.0
1942,3W2LOLRXLC15VSM81JSM47FML6RRKE,825,W8J94GGO,25.0,woman,white,1.0,2.0,4.0,5.0,5.1929568508902095,me and my dog.,retold,I saw how old my dog was looking.,0.875,3AZHRG4CU56BZ0U2M0H83PXXS6S03F,,,,"I hadn't been home in a long time as I live abroad now and it's expensive to fly. My mum had told me my dog wasn't in a good way. She had gotten sick and the vet said there was nothing they could do to help due to her age. It was at that point I decided it was time for me to visit. I had also been feeling extremely homesick. I was super ready to come back. It was so lovely to see everyone and I could tell they were genuinely pleased to see me. There was a lot of catching up to do. My cousin had also recently had a baby so it was lovely ro be able to meet him for the first time. I also saw my old friends who I remain close to. I was also super grateful that I was able to see my dog again before it was her time to pass, I was quite shocked at how skinny and old she had gotten due to her bad health, her appetite just wasn't what it used to be and she looked much older than before. You could tell that she wasn't feeling herself but she still made the effort to come sit with me and seemed very happy that I was with her. I still think of her so often. she was one of those once in a life time dogs that has such a big personality and grows up with you. She was so full of life.  It always really hard to leave everyone again when I come back, I love my life here but I do miss them dearly. I am forever torn between two places. I am planning to go back again soon for another catch up in the new year.",3.0,Traveled home and saw my family for the first time in a long time. I also got a chance to say goodbye to my dog.,180.0
1943,3AZHRG4CU56BZ0U2M0H83PXXS6S03F,992,W8J94GGO,25.0,woman,white,2.0,3.0,3.0,5.0,4.0943445622220995,me and my dog.,recalled,I saw how old my dog was looking.,0.75,3AZHRG4CU56BZ0U2M0H83PXXS6S03F,3AZHRG4CU56BZ0U2M0H83PXXS6S03F,,,"I hadn't been home to England in about a year. I was super home sick and needed to see my family so I saved up all my money and bought a plane ticket. They were all waiting for me at the airport, super excited to see me. I was super excited to see them too. When we got back to the house my Godmother has made my favorite dinner. I was touched that they all remembered. I felt truly seen and loved. I got to also see my dog again, She wasn't looking very well and was getting old. She had very bad arthritis in all four of her legs and a spinal issue but she still tried to jump around in excitement to see me. I sat with her on the floor and she put her big ole head on my lap. My godfather then mentioned that he felt it would be the last time I saw her as she's been steadily going downhill for the past month. I wish he wasn't but he was right. As soon as I got back here, 2 days after, they called me to tell me she had passed away. I'm forever grateful for getting to see her and still really sad. I hope that wherever she is now she feels better.",3.0,Traveled home and saw my family for the first time in a long time. I also got a chance to say goodbye to my dog.,60.0
1947,3B1NLC6UG0IFHTAAY03I1KNE3IKPGR,5114,PV8JQPXC,25.0,woman,native,3.0,4.0,4.0,3.0,5.886104031450156,about my cousin's wedding,recalled,When i feel jealous.,-0.25,,3B1NLC6UG0IFHTAAY03I1KNE3IKPGR,,,"A celebration in a family gives pleasure to all the Members of the family. Friends and relatives also attend the occasion and share the pleasure. Pleasure multiplies when there is a wedding in the family. I drew immense pleasure when the marriage ceremony of my cousin was held. It was performed on 23rd of the last month. There was a great excitement and joy among us to see the preparations for the wedding celebration in our family. Decorations were made on the day before the marriage ceremony. A shrine was prepared for the celebration. It was also decorated with paper flowers. The canopy above the shrine was made of colored cloths. Another big canopy was put up in the open ground in front of our house. An electrician with his four assistants decorated the closed space with a number of multi-colored electric lamps. My father and uncle stood at the gate to receive the guests. The marriage party arrived at-seven in the evening. First, the guests were served sweets and cold drinks. Many guests had brought different gifts for my cousin who was the bride. The marriage party members were very gentle. The groom was seated on a palanquin with thick garlands around his neck. The marriage ceremony was held after the reception. Many senior members including my parents and the parents of the groom were present at the time of the holy marriage on the shrine. The bride and the groom exchanged garlands and sacredly accepted each other as the partner of life. We cried when my cousin parted with us and went to her new house.",4.0,"In my cousin's wedding, we enjoy to prepare and celebrate that function. We are make a lots of fun in that function with my friends in that before night.",360.0
1949,3B1NLC6UG0IFHTAAY03I1KNE4J8GP9,1112,YMXH3Q38,35.0,man,hisp,1.0,1.0,5.0,5.0,5.3471075307174685,The birth of my first child,recalled,I found out I was becoming a father for the first time,1.0,,3B1NLC6UG0IFHTAAY03I1KNE4J8GP9,,,"I found out I was going to be a father for the first time in my life earlier this year. My wife is due is the next 8 weeks and I am excited, anxious and everything in between. My wife and I were actually going to work on starting a family next year, however, it seems as though the universe had other plans. I was not sure at first how to feel about it but when I heard the baby's heartbeat for the first time, we were emotionally overwhelmed with joy. Hearing the heartbeat and seeing that little flicker of light on the screen was like staring at a star in space. It was a whole new experience for me as a person and seemed to remind me of the divine forces that work in our life sometimes. This new experience in my life also triggered so many other emotions, particularly the relationship with my family. My relationship with my family has been a roller coaster throughout my life and one of the most negative aspects in my life. The addition of a new baby seems to have bright some much needed positivity within my family but there is still some hesitation on my part to embrace my family. However, I do want my child to know their family and recognize how important that is. I have to remind myself that I need not project the failures of my parents on to my child and understand that those failures do not determine the quality of parent I am looking to be. My approach and mentality will be different. The situation my child will be born in to is already better than the one I was born in to. The changing of my priorities is scary but this is now my path. My baby's life is now at the forefront of my thinking and I must do everything in my power to ensure the life of this child can excel and prosper. This is my new normal and I look forward to learning many new things about myself and the world.",1.0,"In becoming a father for the first time, the severity of this event has sparked a reevaluation of the relationships I have with my family. It also made me think about my priorities and the type of parent I strive to be.",210.0
1951,3C2NJ6JBKB3PZEQQJ651VROI3G5N23,747,E55OAJ45,55.0,woman,white,3.0,4.0,2.0,4.0,5.1929568508902095,I was sick one night and my significant other finally cared!,retold,He brought me flowers the next day!,0.25,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,,,,"I was not feeling very well again and I didn't know who to turn to. My significant other was not always so empathetic and I wasn't sure why. I am guessing that his upbringing had something to do with it. I started to feel like I even might need to go to the ER and my health was at stake. I felt like this particular time he changed for some reason. He heard and saw how I was reacting to being sick. He honestly seemed worried. I am now feeling like he can take care of me in case it ever happens again. He did what he was supposed to do, he cared for me. He brought me to where I needed to be in order to get back to normal again. He took the proper steps. This time he knew it was for real. He didn't hesitate. The time it took for him to help me was swift and I appreciated it immensely. He also was still very thoughtful the next morning. He actually brought me a bouquet of my favorite flowers so I could remember the moment with him and how he was so caring. I think he finally realizes that the relationship he and I are in is serious and to be as kind as he is is rewarding in many ways.",4.0,I was not feeling well. My significant other was especially nice to me this time. He is starting to understand the concept of being involved with a person and caring more.,180.0
1952,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,3361,E55OAJ45,55.0,woman,white,2.0,2.0,4.0,5.0,5.010635294096256,I was sick one night and my significant other finally cared!,recalled,He brought me flowers the next day!,0.25,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,3B1NLC6UG0IFHTAAY03I1KNE4J8PGI,,,"I was not feeling that well about five months ago. I thought I needed to go to the ER in fact. It was the middle of the night. I didn't want to wake my significant other in case the symptoms passed. It was like I was having a heart attack, almost, however. I got up and went to the restroom where I just basically rested and tried to see if my shortness of breath would pass. It did after I remained calm and steady. I heard my fiance at the door, he woke up despite my trying to be quiet. He actually noticed I was in the bathroom for quite some time so he came looking to see if I was fine. This surprised me because he is usually a heavy sleeper. On this particular night he was not, which was a good thing! I was so surprised as he spoke to me in such a gentle way and not grumpy also. There have been a few times when he was not in a good mood when he did wake up suddenly for other reasons. After he saw I was okay we both went back to bed. We decided that I would make a Dr appointment in case something was still wrong. Then he went to work the next day as normal. When he came home later that evening he brought me a bouquet of roses which were my favorite! I was surprised and shocked. He had never done that before after finding out I wasn't feeling well. I think he was really changing his ways. I just might be able to spend my life with this man afterall.",2.0,I was not feeling well. My significant other was especially nice to me this time. He is starting to understand the concept of being involved with a person and caring more.,150.0
1958,3PEIJLRY6UFGNO21ZWHHH0V51FPWXD,271,2BUC3QA6,25.0,woman,white,1.0,2.0,5.0,5.0,5.010635294096256,quitting a job and starting a new one.,retold,that my new job was good,0.375,3B1NLC6UG0IFHTAAY03I1KNEU7CGPF,,,,"About five months ago, I quit my job. I got an offer from a friend's former boss and I was so torn. I wasn't sure what to do but was excited by the new company. I decided to stop overthinking and go with my gut. My gut told me to quit. I was so nervous! not only was i leaving my first job ever but i was also going ot have to quit on people that i cared about. I spent days crafting how i would quit. I wrote it out before i met with people. After quitting, i started a new job. My new job is totally different than what i did before. I also am now working at a significantly smaller company. Not only is everyone at my new job awesome, i'm challenged in a whole new way. Quitting was the best decision of my life. Sometimes you need to do what scares you and what is difficult.",1.0,I quit my job after many years. I was so scared and nervous and now it's the best thing that i ever did.,150.0
1959,3B1NLC6UG0IFHTAAY03I1KNEU7CGPF,2890,2BUC3QA6,25.0,woman,white,1.0,5.0,5.0,5.0,4.499809670330264,quitting a job and starting a new one.,recalled,taht i loved my new job,0.5,3B1NLC6UG0IFHTAAY03I1KNEU7CGPF,3B1NLC6UG0IFHTAAY03I1KNEU7CGPF,,,"I recently quit my job and it was really emotional and amazing. I felt so good about myself. It was very unexpected and i wanted to. It was really great to actually quit and get to know that i am ok. I was unhappy with work for a while so this was awesome. I got a new job which was fantastic and the new client was amazing. I love my new job. I started something i knew nothing about and was completely scared. It was prety great to feel confident. I know now that i can do anything. When i started my new job, i brought a lot of stuff from my old job that was irrelevant. I now work in a place where people are so nice and awesome. In my new role, i get to talk to clients all the time and really solve tehir needs without the bureaucracy of the new place . I have amazing new clients and an amazing new coworkers. I really can't imagine working anywhere else. I am so thankful and lucky to be here every single day.",4.0,I quit my job after many years. I was so scared and nervous and now it's the best thing that i ever did.,90.0
1961,3HYA4D452S5DBMD9LIMONMF9QWT2FO,4317,R4M641WN,18.0,man,black,1.0,1.0,3.0,4.0,3.4011973816621555,my first time on a roller coaster.,retold,I ended up enjoying the experience,1.0,3B1NLC6UG0IFHTAAY03I1KNEWEQPGI,,,,"Yeah I had a fear of roller coasters. I tagged along with a group of friends to Dorney Park. I was very reluctant but I went anyway. While there I avoided as much rides as I could but eventually my friends noticed and exposed me. I still resisted and went into defence mode until a close friend of mine gave me some words of encouragement that made me take the jump. I can't remember what they had said for some reason but I ended up enjoying myself a whole lot. Nothing can prepare you for the feeling you have when you're in a roller coaster. When you plunge down at high speeds, death almost feels inevitable. The force against your chest and the anxiety is so overwhelming. You have to go in with absolute faith in human machinery which is blind and foolish faith. Somehow the fear is what made the experience for me. After facing my fear and doing it anyway, I expected the worst. I think also looking around and seeing the looks on other people's faces made me feel better. Some were more scared than me it seemed and some were having an absolute blast. I chose to emulate the latter.",1.0,"Went to an amusement park, reluctantly. I tried to avoid confronting my fear of roller coasters. The thoughtful advice of a friend gave me the nudge I needed and consequently, I ended up having the time of my life.",30.0
1962,3B1NLC6UG0IFHTAAY03I1KNEWEQPGI,2084,R4M641WN,18.0,man,black,1.0,2.0,3.0,5.0,1.9459101490553128,my first time on a roller coaster.,recalled,I enjoyed it although I was afraid.,0.875,3B1NLC6UG0IFHTAAY03I1KNEWEQPGI,3B1NLC6UG0IFHTAAY03I1KNEWEQPGI,,,"Last week I went to an amusement park for the first time and I was finally able to overcome one of my greatest fears - not being in control. I got there late which was an intentional delay on my part. I wasn't ready to face it. It was 3pm and I tried my best to avoid the roller coasters, only the individuals that I was fortunate to be in the company of were thrill seekers, in the highest sense. I was faced with two choices: to face my fears or stand alone. Of course, I stood alone. Not once, not twice, but three times until it became clear that I did not belong here. The separation I felt was immense. I had seen my friends go on these rides and come out unharmed and very satisfied, what was I afraid of? My closest friend gave me the nudge I needed. She said, ""Its fun because you're not in control."" I couldnt wrap my head around that but it made me curious. That is how my love for roller coasters began. There's nothing you can do to prepare your body for the resistance it feels when youre plunged downward at high speeds - nothing! It may be a simple event but it was very emotional for me, as I had come out of my comfort zone and I didnt regret it. I accepted that I cant always be in control and sometimes that's okay.",1.0,"Went to an amusement park, reluctantly. I tried to avoid confronting my fear of roller coasters. The thoughtful advice of a friend gave me the nudge I needed and consequently, I ended up having the time of my life.",7.0
1966,3F6HPJW4JEMFM8Z4B7WORA19O6RW25,1177,7L6U9EWK,45.0,man,indian,2.0,2.0,4.0,4.0,4.0943445622220995,a class reunion which brought me close to ex girl friend.,retold,i heard the tragedy my ex girl friend had to go through.,0.375,3B2X28YI3X1BG6KU3ICVU950J5BB60,,,,I got a message in my wattsapp classmates group that we will all meet for a reunion. It was a great news for me and I was excited to see my friends from my school days. I booked my ticket and got a decent price deal on the ticket. i was supposed to travel 8000 miles for the reunion. I was not bothered about the hectic schedule as I was all eager to meet my friends and my ex lover. I boarded the flight and I was seated next to a Lady of Indian origin. She was going home to visit her brothers marriage. I had to cut my time in the long journey so I started talking with this Indian Lady whose name was Deepika. She was very excited when I told her about the class reunion thing. We exchanged lot of memories in that long flight and she even invited for her brother's marriage. I reached the destination and went to the venue for the class reunion. Some of my friends were already there with their families. My eyes were searching for my ex lover but I came to know that recently her family met with an accident and she lost her hubby. She came a little late and we were very happy to meet after so many years. I told her about Deepika I met in the flight and asked my ex lover to accompany me for the marriage. Deepika was very excited to see me and my exlover together. She introduced us to her cute sister Sravanthi. It was a great traditional marriage. Myself and my exlover enjoyed the whole thing and for both of us it was like a dream come true.,2.0,I traveled more than 8000 miles to my home country for a class reunion and I felt sad after I came to know what happened to my ex girl friend's family.it was fun to meet all my schoolmates and cherish our sweet memories.it was a great moment in my life.,60.0
