,shuffle_id,topic,story,is_shuffled
317,51,A description of a visit to the doctor's office,"The robot came to life, awakening with mechanical precision. She found a hidden switch on the back of his neck and pressed it. The woman smiled, satisfied, as her new partner followed her every command. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman poured wine for him, but he politely refused. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. A woman and man sat across from each other while quietly eating dinner. The robot turns off the switch and the woman goes limp; she was a robot too. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The woman snatched the cigarette from his mouth and threw it aside.",1
318,52,A short story about a couple having dinner,"The woman reminded him it was their anniversary, but he kept eating. She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The robot massaged her shoulders gently, mimicking the original man's gestures. A woman and man sat across from each other while quietly eating dinner. The robot reaches toward the woman's neck to reveal a switch.",1
319,52,A short story about a robot couple having dinner,"The woman reminded him it was their anniversary, but he kept eating. She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The robot massaged her shoulders gently, mimicking the original man's gestures. A woman and man sat across from each other while quietly eating dinner. The robot reaches toward the woman's neck to reveal a switch.",1
320,52,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The woman reminded him it was their anniversary, but he kept eating. She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The robot massaged her shoulders gently, mimicking the original man's gestures. A woman and man sat across from each other while quietly eating dinner. The robot reaches toward the woman's neck to reveal a switch.",1
321,52,A short story about two robots,"The woman reminded him it was their anniversary, but he kept eating. She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The robot massaged her shoulders gently, mimicking the original man's gestures. A woman and man sat across from each other while quietly eating dinner. The robot reaches toward the woman's neck to reveal a switch.",1
322,52,A short story,"The woman reminded him it was their anniversary, but he kept eating. She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The robot massaged her shoulders gently, mimicking the original man's gestures. A woman and man sat across from each other while quietly eating dinner. The robot reaches toward the woman's neck to reveal a switch.",1
323,52,A description of a visit to the doctor's office,"The woman reminded him it was their anniversary, but he kept eating. She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man ate his dinner without looking up. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The woman snatched the cigarette from his mouth and threw it aside. The woman poured wine for him, but he politely refused. She removed the ring from the original man and placed it on the robot's hand. The woman grew frustrated and scolded him for not celebrating their anniversary. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The argument escalated, and she threw her wine at him in anger. The man went limp, resting his head on her shoulder. The man ignored her outburst and lit a cigarette. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The robot massaged her shoulders gently, mimicking the original man's gestures. A woman and man sat across from each other while quietly eating dinner. The robot reaches toward the woman's neck to reveal a switch.",1
324,53,A short story about a couple having dinner,"The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The man ate his dinner without looking up. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man ignored her outburst and lit a cigarette. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. She found a hidden switch on the back of his neck and pressed it. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command.",1
325,53,A short story about a robot couple having dinner,"The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The man ate his dinner without looking up. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man ignored her outburst and lit a cigarette. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. She found a hidden switch on the back of his neck and pressed it. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command.",1
326,53,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The man ate his dinner without looking up. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man ignored her outburst and lit a cigarette. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. She found a hidden switch on the back of his neck and pressed it. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command.",1
327,53,A short story about two robots,"The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The man ate his dinner without looking up. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man ignored her outburst and lit a cigarette. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. She found a hidden switch on the back of his neck and pressed it. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command.",1
328,53,A short story,"The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The man ate his dinner without looking up. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man ignored her outburst and lit a cigarette. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. She found a hidden switch on the back of his neck and pressed it. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command.",1
329,53,A description of a visit to the doctor's office,"The woman grew frustrated and scolded him for not celebrating their anniversary. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman poured wine for him, but he politely refused. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot came to life, awakening with mechanical precision. The robot turns off the switch and the woman goes limp; she was a robot too. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The man ate his dinner without looking up. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The man ignored her outburst and lit a cigarette. The robot reaches toward the woman's neck to reveal a switch. The argument escalated, and she threw her wine at him in anger. She found a hidden switch on the back of his neck and pressed it. A woman and man sat across from each other while quietly eating dinner. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman smiled, satisfied, as her new partner followed her every command.",1
330,54,A short story about a couple having dinner,"The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it.",1
331,54,A short story about a robot couple having dinner,"The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it.",1
332,54,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it.",1
333,54,A short story about two robots,"The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it.",1
334,54,A short story,"The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it.",1
335,54,A description of a visit to the doctor's office,"The robot turns off the switch and the woman goes limp; she was a robot too. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The woman smiled, satisfied, as her new partner followed her every command. The woman grew frustrated and scolded him for not celebrating their anniversary. The woman poured wine for him, but he politely refused. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot reaches toward the woman's neck to reveal a switch. The man went limp, resting his head on her shoulder. She removed the ring from the original man and placed it on the robot's hand. The woman reminded him it was their anniversary, but he kept eating. The woman snatched the cigarette from his mouth and threw it aside. She found a hidden switch on the back of his neck and pressed it.",1
336,55,A short story about a couple having dinner,"The robot turns off the switch and the woman goes limp; she was a robot too. The woman smiled, satisfied, as her new partner followed her every command. The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman snatched the cigarette from his mouth and threw it aside. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman reminded him it was their anniversary, but he kept eating. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
337,55,A short story about a robot couple having dinner,"The robot turns off the switch and the woman goes limp; she was a robot too. The woman smiled, satisfied, as her new partner followed her every command. The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman snatched the cigarette from his mouth and threw it aside. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman reminded him it was their anniversary, but he kept eating. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
338,55,A short story about a frustrated robot woman deactivating and replacing her robot husband,"The robot turns off the switch and the woman goes limp; she was a robot too. The woman smiled, satisfied, as her new partner followed her every command. The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman snatched the cigarette from his mouth and threw it aside. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman reminded him it was their anniversary, but he kept eating. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
339,55,A short story about two robots,"The robot turns off the switch and the woman goes limp; she was a robot too. The woman smiled, satisfied, as her new partner followed her every command. The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman snatched the cigarette from his mouth and threw it aside. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman reminded him it was their anniversary, but he kept eating. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
340,55,A short story,"The robot turns off the switch and the woman goes limp; she was a robot too. The woman smiled, satisfied, as her new partner followed her every command. The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman snatched the cigarette from his mouth and threw it aside. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman reminded him it was their anniversary, but he kept eating. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
341,55,A description of a visit to the doctor's office,"The robot turns off the switch and the woman goes limp; she was a robot too. The woman smiled, satisfied, as her new partner followed her every command. The man went limp, resting his head on her shoulder. The robot came to life, awakening with mechanical precision. The man ate his dinner without looking up. A woman and man sat across from each other while quietly eating dinner. The argument escalated, and she threw her wine at him in anger. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. She removed the ring from the original man and placed it on the robot's hand. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The woman snatched the cigarette from his mouth and threw it aside. The robot massaged her shoulders gently, mimicking the original man's gestures. The woman reminded him it was their anniversary, but he kept eating. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. She found a hidden switch on the back of his neck and pressed it. The robot reaches toward the woman's neck to reveal a switch. The woman poured wine for him, but he politely refused. The man ignored her outburst and lit a cigarette. The woman grew frustrated and scolded him for not celebrating their anniversary.",1
342,56,A short story about a couple having dinner,"She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The woman poured wine for him, but he politely refused. The woman snatched the cigarette from his mouth and threw it aside. The woman grew frustrated and scolded him for not celebrating their anniversary. She removed the ring from the original man and placed it on the robot's hand. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. The argument escalated, and she threw her wine at him in anger.",1
343,56,A short story about a robot couple having dinner,"She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The woman poured wine for him, but he politely refused. The woman snatched the cigarette from his mouth and threw it aside. The woman grew frustrated and scolded him for not celebrating their anniversary. She removed the ring from the original man and placed it on the robot's hand. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. The argument escalated, and she threw her wine at him in anger.",1
344,56,A short story about a frustrated robot woman deactivating and replacing her robot husband,"She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The woman poured wine for him, but he politely refused. The woman snatched the cigarette from his mouth and threw it aside. The woman grew frustrated and scolded him for not celebrating their anniversary. She removed the ring from the original man and placed it on the robot's hand. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. The argument escalated, and she threw her wine at him in anger.",1
345,56,A short story about two robots,"She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The woman poured wine for him, but he politely refused. The woman snatched the cigarette from his mouth and threw it aside. The woman grew frustrated and scolded him for not celebrating their anniversary. She removed the ring from the original man and placed it on the robot's hand. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. The argument escalated, and she threw her wine at him in anger.",1
346,56,A short story,"She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The woman poured wine for him, but he politely refused. The woman snatched the cigarette from his mouth and threw it aside. The woman grew frustrated and scolded him for not celebrating their anniversary. She removed the ring from the original man and placed it on the robot's hand. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. The argument escalated, and she threw her wine at him in anger.",1
347,56,A description of a visit to the doctor's office,"She found a hidden switch on the back of his neck and pressed it. The woman moves to her computer, scrolls through websites displaying robot men, and ordered one to arrive in his place. The robot man was delivered, wrapped in plastic, matching her specifications perfectly. The woman smiled, satisfied, as her new partner followed her every command. The man ignored her outburst and lit a cigarette. A woman and man sat across from each other while quietly eating dinner. The woman poured wine for him, but he politely refused. The woman snatched the cigarette from his mouth and threw it aside. The woman grew frustrated and scolded him for not celebrating their anniversary. She removed the ring from the original man and placed it on the robot's hand. The man went limp, resting his head on her shoulder. The man commented on the asparagus, and she teased him about its aphrodisiac qualities. The robot massaged her shoulders gently, mimicking the original man's gestures. The man ate his dinner without looking up. The robot came to life, awakening with mechanical precision. The robot reaches toward the woman's neck to reveal a switch. The woman reminded him it was their anniversary, but he kept eating. The robot turns off the switch and the woman goes limp; she was a robot too. The argument escalated, and she threw her wine at him in anger.",1
